ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Type
79319	"ENSG00000028310.18"	"BRD9"	chr5	-	868606	869119	865413	865581	869244	869404	79319	19,2,2,0,4	15,1,0,2,1	0,4,1,1,0	8,5,4,3,5	298	149	0.00112858194275	0.023853385489980356	0.388,0.5,1.0,0.0,0.667	0.0,0.286,0.111,0.143,0.0	0.403	TF
80637	"ENSG00000140993.11"	"TIGD7"	chr16	-	3304763	3304944	3301678	3302009	3305211	3305430	80637	17,11,0,12,11	2,40,2,15,5	2,8,2,0,9	7,47,4,16,34	298	149	0.00187693839738	0.03616987594739437	0.81,0.121,0.0,0.286,0.524	0.125,0.078,0.2,0.0,0.117	0.244	TF
81430	"ENSG00000140470.14"	"ADAMTS17"	chr15	-	100132006	100132152	100116846	100117013	100152611	100152762	81430	20,6,5,257,21	1,2,2,10,5	27,2,6,1,1	0,0,0,0,0	295	149	7.4644552206e-07	5.147469342697233e-05	0.91,0.602,0.558,0.928,0.68	1.0,1.0,1.0,1.0,1.0	-0.264	TF
81775	"ENSG00000173480.11"	"ZNF417"	chr19	-	57915337	57915531	57912059	57912186	57916378	57916577	81775	198,10,4,37,30	46,58,3,42,15	36,12,0,0,0	62,67,4,40,33	298	149	9.39212002948e-07	6.267639463650324e-05	0.683,0.079,0.4,0.306,0.5	0.225,0.082,0.0,0.0,0.0	0.332	TF
82822	"ENSG00000196498.13"	"NCOR2"	chr12	-	124327408	124327633	124326190	124326370	124330844	124330898	82822	238,523,156,971,330	4,55,0,24,0	648,935,152,677,487	6,45,7,537,392	298	149	0.00217700345614	0.04088822013496877	0.967,0.826,1.0,0.953,1.0	0.982,0.912,0.916,0.387,0.383	0.233	TF
83843	"ENSG00000174953.14"	"DHX36"	chr3	-	154280762	154280862	154278494	154280669	154283187	154283218	83843	47,121,0,48,104	31,4,5,0,14	29,734,68,273,262	15,0,4,0,0	249	149	0.00124259507928	0.02581061087140059	0.476,0.948,0.0,1.0,0.816	0.536,1.0,0.91,1.0,1.0	-0.241	TF
85959	"ENSG00000213988.11"	"ZNF90"	chr19	+	20125005	20126166	20105220	20105316	20126751	20127018	85959	7,8,2,4,7	0,0,0,0,0	6,74,5,4,4	0,10,0,4,2	298	149	5.84372494183e-06	0.0002908370078465209	1.0,1.0,1.0,1.0,1.0	1.0,0.787,1.0,0.333,0.5	0.276	TF
86160	"ENSG00000116793.16"	"PHTF1"	chr1	-	113713278	113713438	113711939	113712113	113724758	113724893	86160	30,105,5,74,62	11,2,5,16,8	22,357,8,180,124	3,4,0,8,4	298	149	9.60790173909e-06	0.0004440576410445728	0.577,0.963,0.333,0.698,0.795	0.786,0.978,1.0,0.918,0.939	-0.251	TF
89181	"ENSG00000118412.12"	"CASP8AP2"	chr6	+	89846561	89846644	89829899	89830067	89853165	89853234	89181	35,64,5,44,25	24,2,3,5,12	56,139,6,82,53	4,6,0,2,7	232	149	0.000156459721307	0.004669974753619022	0.484,0.954,0.517,0.85,0.572	0.9,0.937,1.0,0.963,0.829	-0.25	TF
90466	"ENSG00000112851.14"	"ERBIN"	chr5	+	66068876	66069020	66053405	66054951	66072168	66072291	90466	7,22,6,10,21	1,1,0,0,0	2,11,4,2,10	0,18,0,12,21	293	149	2.2319694204e-08	2.5547475335789794e-06	0.781,0.918,1.0,1.0,1.0	1.0,0.237,1.0,0.078,0.195	0.438	TF
91183	"ENSG00000010803.16"	"SCMH1"	chr1	-	41033982	41034048	41028583	41028726	41037361	41037452	91183	14,43,0,59,26	54,78,4,122,49	7,251,11,100,69	35,121,7,80,47	215	149	0.00272451260469	0.04923083740662264	0.152,0.276,0.0,0.251,0.269	0.122,0.59,0.521,0.464,0.504	-0.251	TF
93380	"ENSG00000136936.10"	"XPA"	chr9	-	97682199	97682430	97674908	97675587	97684922	97685040	93380	49,27,6,107,36	25,50,0,42,23	31,53,24,16,18	21,123,106,67,61	298	149	0.000521938764472	0.0126309181002224	0.495,0.213,1.0,0.56,0.439	0.425,0.177,0.102,0.107,0.129	0.353	TF
93384	"ENSG00000136936.10"	"XPA"	chr9	-	97689533	97689639	97684922	97685040	97693648	97693759	93384	24,35,4,15,17	66,10,7,17,31	8,64,62,53,48	82,6,7,0,7	255	149	0.001223578434	0.025468428104406714	0.175,0.672,0.25,0.34,0.243	0.054,0.862,0.838,1.0,0.8	-0.375	TF
97941	"ENSG00000101868.11"	"POLA1"	chrX	+	24703250	24703347	24699424	24699549	24704388	24704469	97941	41,95,6,79,64	11,6,4,8,6	53,367,3,69,41	1,4,0,0,4	246	149	4.47830882377e-08	4.657011945843122e-06	0.693,0.906,0.476,0.857,0.866	0.97,0.982,1.0,1.0,0.861	-0.203	TF
103414	"ENSG00000141905.19"	"NFIC"	chr19	+	3453762	3453916	3452481	3452666	3462751	3469217	103414	29,72,3,82,31	167,292,23,292,96	9,277,9,362,215	105,287,3,458,283	298	149	0.00126840492288	0.026217057840813535	0.08,0.11,0.061,0.123,0.139	0.041,0.325,0.6,0.283,0.275	-0.202	TF
104671	"ENSG00000049246.14"	"PER3"	chr1	+	7786720	7786836	7785440	7785586	7788044	7788246	104671	6,306,0,38,78	35,36,2,6,31	13,252,36,82,119	8,10,0,0,2	265	149	1.27270929801e-05	0.0005628453116973843	0.088,0.827,0.0,0.781,0.586	0.477,0.934,1.0,1.0,0.971	-0.42	TF
105806	"ENSG00000137486.17"	"ARRB1"	chr11	-	75271700	75271724	75268888	75268959	75272894	75272978	105806	12,51,10,75,48	10,17,4,41,11	67,18,15,16,18	37,44,13,60,37	173	149	2.93116507448e-05	0.0011402030715177713	0.508,0.721,0.683,0.612,0.79	0.609,0.261,0.498,0.187,0.295	0.293	TF
107464	"ENSG00000179195.16"	"ZNF664"	chr12	+	124003422	124003540	123988042	123988138	124004877	124004935	107464	16,61,6,58,46	0,4,2,5,10	15,69,4,89,70	19,31,1,73,51	267	149	1.12383144124e-07	1.0189300718919432e-05	1.0,0.895,0.626,0.866,0.72	0.306,0.554,0.691,0.405,0.434	0.343	TF
109093	"ENSG00000162929.14"	"KIAA1841"	chr2	+	61092463	61092587	61088357	61088468	61103852	61103998	109093	3,2,0,4,4	3,4,2,2,2	1,26,3,7,8	0,3,0,0,1	273	149	3.66617709524e-08	3.922116623597921e-06	0.353,0.214,0.0,0.522,0.522	1.0,0.825,1.0,1.0,0.814	-0.606	TF
109682	"ENSG00000116001.16"	"TIA1"	chr2	-	70228343	70228462	70227734	70227791	70229058	70229091	109682	6,17,2,8,16	0,0,0,0,0	4,7,0,21,20	0,9,1,5,8	268	149	1.4591249986e-08	1.770477523930341e-06	1.0,1.0,1.0,1.0,1.0	1.0,0.302,0.0,0.7,0.582	0.483	TF
109684	"ENSG00000116001.16"	"TIA1"	chr2	-	70228343	70228462	70227734	70227822	70229058	70229091	109684	9,23,2,8,29	10,43,4,6,25	4,30,1,22,35	25,260,5,91,89	268	149	6.84325525135e-08	6.729338827075261e-06	0.333,0.229,0.218,0.426,0.392	0.082,0.06,0.1,0.118,0.179	0.212	TF
113828	"ENSG00000115993.13"	"TRAK2"	chr2	-	201401017	201401094	201399376	201399493	201407402	201407597	113828	97,1400,33,210,1004	293,67,4,34,226	456,210,67,634,269	84,13,2,1,8	226	149	0.000312069626053	0.008256496044217921	0.179,0.932,0.845,0.803,0.745	0.782,0.914,0.957,0.998,0.957	-0.221	TF
114124	"ENSG00000154124.5"	"OTULIN"	chr5	+	14673641	14673718	14664717	14664977	14678680	14678775	114124	80,143,15,114,74	59,80,13,27,50	113,288,1,223,151	92,59,0,14,13	226	149	0.00118978348988	0.02489634382006051	0.472,0.541,0.432,0.736,0.494	0.447,0.763,1.0,0.913,0.884	-0.266	TF
114125	"ENSG00000154124.5"	"OTULIN"	chr5	+	14678680	14678775	14664663	14664977	14681463	14681607	114125	121,153,19,70,84	35,2,6,11,66	132,207,1,71,98	41,1,0,2,1	244	149	0.000417304942855	0.010504917699139516	0.679,0.979,0.659,0.795,0.437	0.663,0.992,1.0,0.956,0.984	-0.209	TF
118971	"ENSG00000125347.14"	"IRF1"	chr5	-	132485666	132485716	132484361	132484497	132486556	132486686	118971	19,26,3,14,22	43,1,2,4,27	13,13,11,118,55	3,5,0,0,1	199	149	1.62129682979e-06	9.905507369842274e-05	0.249,0.951,0.529,0.724,0.379	0.764,0.661,1.0,1.0,0.976	-0.314	TF
118973	"ENSG00000125347.14"	"IRF1"	chr5	-	132486250	132486373	132484361	132484497	132486556	132486686	118973	51,58,2,16,64	43,1,2,4,27	40,35,26,218,154	3,5,0,0,1	272	149	4.33434454994e-09	6.271434688130642e-07	0.394,0.969,0.354,0.687,0.565	0.88,0.793,1.0,1.0,0.988	-0.338	TF
119544	"ENSG00000015479.19"	"MATR3"	chr5	+	139307238	139308327	139293729	139293805	139316075	139316188	119544	55,337,41,204,230	161,2,2,0,147	102,491,59,467,236	16,0,0,2,0	298	149	0.000896743756424	0.019738368573352344	0.146,0.988,0.911,1.0,0.439	0.761,1.0,1.0,0.992,1.0	-0.254	TF
119554	"ENSG00000015479.19"	"MATR3"	chr5	+	139314674	139314736	139293679	139293805	139316075	139316188	119554	22,2,2,2,16	161,2,2,0,147	1,38,2,22,25	16,0,0,2,0	211	149	1.58765446765e-05	0.0006759524560829281	0.088,0.414,0.414,1.0,0.071	0.042,1.0,1.0,0.886,1.0	-0.388	TF
119558	"ENSG00000015479.19"	"MATR3"	chr5	+	139315696	139315738	139293721	139293805	139316075	139316188	119558	65,219,33,85,149	161,2,2,0,147	79,339,86,339,168	16,0,0,2,0	191	149	0.000225504849013	0.006289594970457701	0.24,0.988,0.928,1.0,0.442	0.794,1.0,1.0,0.992,1.0	-0.238	TF
119758	"ENSG00000113108.19"	"APBB3"	chr5	-	140561843	140561995	140561586	140561701	140562099	140562227	119758	46,16,8,26,42	5,4,0,0,4	73,38,0,12,10	2,7,2,35,23	298	149	0.000682612878847	0.01576903442757354	0.821,0.667,1.0,1.0,0.84	0.948,0.731,0.0,0.146,0.179	0.465	TF
123706	"ENSG00000106462.11"	"EZH2"	chr7	-	148814913	148815039	148813958	148814137	148815505	148815546	123706	24,24,6,19,10	33,2,5,6,1	13,597,23,83,110	41,18,0,0,0	275	149	0.000550600282355	0.013201833215744306	0.283,0.867,0.394,0.632,0.844	0.147,0.947,1.0,1.0,1.0	-0.215	TF
124021	"ENSG00000139793.18"	"MBNL2"	chr13	+	97366458	97366553	97357481	97357635	97391321	97391599	124021	39,86,15,19,100	38,174,13,22,153	77,106,5,369,75	50,16,0,181,75	244	149	0.00088651569265	0.01953563797996843	0.385,0.232,0.413,0.345,0.285	0.485,0.802,1.0,0.555,0.379	-0.312	TF
127216	"ENSG00000105136.20"	"ZNF419"	chr19	+	57490146	57490185	57487717	57487983	57491467	57491597	127216	0,22,2,4,3	5,4,4,8,8	5,24,2,40,21	12,3,0,6,1	188	149	0.000849376321833	0.01889702658875073	0.0,0.813,0.284,0.284,0.229	0.248,0.864,1.0,0.841,0.943	-0.457	TF
128209	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761405	11761511	11758430	11758539	11761909	11762043	128209	38,241,0,76,102	6,4,2,2,11	11,546,60,469,356	2,9,0,0,0	255	149	0.000532820872514	0.012836999688718124	0.787,0.972,0.0,0.957,0.844	0.763,0.973,1.0,1.0,1.0	-0.235	TF
128210	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761467	11761511	11758430	11758539	11761909	11762043	128210	8,47,0,8,16	6,4,2,2,11	2,119,22,145,100	2,9,0,0,0	193	149	4.92107842576e-06	0.00025264381968464073	0.507,0.901,0.0,0.755,0.529	0.436,0.911,1.0,1.0,1.0	-0.331	TF
128213	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11769030	11769095	11768314	11768501	11770782	11770841	128213	7,83,0,13,43	24,3,3,3,30	10,309,21,210,163	20,12,0,3,2	214	149	0.000511225486505	0.012422865616712877	0.169,0.951,0.0,0.751,0.499	0.258,0.947,1.0,0.98,0.983	-0.36	TF
129725	"ENSG00000165392.11"	"WRN"	chr8	+	31124907	31125000	31124521	31124623	31132364	31132506	129725	87,34,2,39,25	12,0,4,0,4	22,310,9,49,92	1,0,0,0,0	242	149	2.20430243204e-05	0.0008942063347761236	0.817,1.0,0.235,1.0,0.794	0.931,1.0,1.0,1.0,1.0	-0.217	TF
130068	"ENSG00000174306.21"	"ZHX3"	chr20	-	41267462	41267612	41184826	41185201	41268989	41269083	130068	22,191,4,15,39	0,4,0,0,0	19,6,3,11,0	0,5,2,9,8	298	149	1.34955380204e-11	3.8331872111245374e-09	1.0,0.96,1.0,1.0,1.0	1.0,0.375,0.429,0.379,0.0	0.555	TF
130795	"ENSG00000106948.16"	"AKNA"	chr9	-	114364559	114364619	114362405	114362533	114368438	114368595	130795	87,68,4,144,29	48,0,2,32,18	18,61,3,30,29	1,0,0,0,0	209	149	1.93189908515e-12	6.977076042185606e-10	0.564,1.0,0.588,0.762,0.535	0.928,1.0,1.0,1.0,1.0	-0.296	TF
130796	"ENSG00000106948.16"	"AKNA"	chr9	-	114367542	114367697	114362405	114362533	114368438	114368595	130796	141,122,11,192,60	48,0,2,32,18	36,95,2,42,43	1,0,0,0,0	298	149	3.36286554159e-13	1.4892232722886112e-10	0.595,1.0,0.733,0.75,0.625	0.947,1.0,1.0,1.0,1.0	-0.249	TF
132140	"ENSG00000196150.13"	"ZNF250"	chr8	-	144886839	144886902	144876950	144882836	144889580	144889694	132140	51,81,8,50,47	27,41,4,29,35	41,163,5,69,59	38,17,0,9,5	212	149	0.000400337319224	0.010162276781767968	0.57,0.581,0.584,0.548,0.486	0.431,0.871,1.0,0.843,0.892	-0.254	TF
132592	"ENSG00000110768.12"	"GTF2H1"	chr11	+	18351880	18351969	18347831	18347919	18352328	18352446	132592	38,180,3,32,85	18,0,1,10,28	30,231,50,505,306	4,4,0,6,2	238	149	3.82993636805e-12	1.2716054694950528e-09	0.569,1.0,0.653,0.667,0.655	0.824,0.973,1.0,0.981,0.99	-0.245	TF
133739	"ENSG00000111358.14"	"GTF2H3"	chr12	+	123654923	123654998	123652706	123652735	123659429	123659475	133739	13,31,0,21,34	9,0,2,4,24	8,141,5,82,58	6,5,0,2,0	224	149	0.0027566377909	0.049695843999592655	0.49,1.0,0.0,0.777,0.485	0.47,0.949,1.0,0.965,1.0	-0.326	TF
133960	"ENSG00000189298.14"	"ZKSCAN3"	chr6	+	28363691	28363815	28363302	28363385	28365425	28366746	133960	22,74,19,119,42	9,14,6,32,10	72,122,2,110,63	17,14,0,3,4	273	149	0.000347913881262	0.009037708636230518	0.572,0.743,0.633,0.67,0.696	0.698,0.826,1.0,0.952,0.896	-0.212	TF
134112	"ENSG00000197008.9"	"ZNF138"	chr7	+	64830939	64831076	64794387	64794571	64831450	64831803	134112	6,13,0,6,9	49,14,12,45,46	6,31,5,6,11	24,32,7,2,6	286	149	0.000253789115065	0.006948964800210881	0.06,0.326,0.0,0.065,0.093	0.115,0.335,0.271,0.61,0.489	-0.255	TF
134307	"ENSG00000075407.18"	"ZNF37A"	chr10	+	38094930	38095224	38094333	38094490	38095357	38095633	134307	147,117,10,102,97	5,13,0,5,0	46,68,10,99,74	13,22,3,12,8	298	149	6.32802289235e-07	4.458242794872298e-05	0.936,0.818,1.0,0.911,1.0	0.639,0.607,0.625,0.805,0.822	0.233	TF
135514	"ENSG00000185252.19"	"ZNF74"	chr22	+	20395332	20395418	20394150	20394662	20405376	20406968	135514	9,10,4,51,8	7,8,0,11,11	26,51,24,31,19	17,4,0,2,0	235	149	0.00249687755529	0.045896296793524895	0.449,0.442,1.0,0.746,0.316	0.492,0.89,1.0,0.908,1.0	-0.267	TF
135713	"ENSG00000171163.15"	"ZNF692"	chr1	-	248856513	248856562	248856287	248856422	248857233	248857436	135713	166,111,20,253,58	91,6,14,27,31	241,332,112,171,136	144,6,0,2,0	198	149	8.46403225285e-07	5.724587756841863e-05	0.579,0.933,0.518,0.876,0.585	0.557,0.977,1.0,0.985,1.0	-0.206	TF
135743	"ENSG00000196652.11"	"ZKSCAN5"	chr7	+	99520168	99520304	99519826	99519909	99525812	99526418	135743	24,76,6,73,27	2,8,0,5,9	30,60,3,57,48	2,35,2,42,15	285	149	0.00176563933426	0.034435625496044106	0.863,0.832,1.0,0.884,0.611	0.887,0.473,0.44,0.415,0.626	0.27	TF
137929	"ENSG00000089775.11"	"ZBTB25"	chr14	-	64499440	64499563	64490360	64490540	64504486	64504584	137929	15,26,7,19,31	2,1,0,2,0	8,14,7,13,28	2,6,0,2,17	272	149	8.71472285791e-06	0.000409258145944571	0.804,0.934,1.0,0.839,1.0	0.687,0.561,1.0,0.781,0.474	0.215	TF
138600	"ENSG00000157212.19"	"PAXIP1"	chr7	-	154986016	154986179	154983218	154983332	154991005	154991069	138600	11,13,4,19,14	8,23,2,7,3	13,62,0,11,12	8,104,1,55,36	298	149	0.00226608190682	0.04229889604879379	0.407,0.22,0.5,0.576,0.7	0.448,0.23,0.0,0.091,0.143	0.298	TF
139121	"ENSG00000128000.16"	"ZNF780B"	chr19	-	40055415	40055576	40050323	40050377	40056100	40056175	139121	44,34,18,21,16	6,5,0,18,2	12,36,1,10,5	2,18,15,11,3	298	149	0.00180909895574	0.03512862753788591	0.786,0.773,1.0,0.368,0.8	0.75,0.5,0.032,0.312,0.455	0.336	TF
142545	"ENSG00000156469.9"	"MTERF3"	chr8	-	96243918	96244080	96239401	96239685	96245859	96245931	142545	89,79,2,17,31	12,7,4,0,13	18,433,189,124,132	9,3,2,0,3	298	149	0.000437126708483	0.010921353307105933	0.788,0.849,0.2,1.0,0.544	0.5,0.986,0.979,1.0,0.957	-0.208	TF
143493	"ENSG00000123415.15"	"SMUG1"	chr12	-	54187818	54187902	54183653	54183959	54188950	54189008	143493	9,5,0,2,3	11,16,2,26,11	5,54,29,21,19	10,32,29,71,17	233	149	0.00145016984879	0.029245091950598334	0.343,0.167,0.0,0.047,0.149	0.242,0.519,0.39,0.159,0.417	-0.204	TF
143498	"ENSG00000123415.15"	"SMUG1"	chr12	-	54187818	54187905	54183655	54183959	54188950	54188974	143498	10,9,0,2,3	11,16,2,26,11	5,73,29,34,25	10,32,29,71,17	236	149	0.00187716866706	0.03616987594739437	0.365,0.262,0.0,0.046,0.147	0.24,0.59,0.387,0.232,0.481	-0.222	TF
145480	"ENSG00000106829.19"	"TLE4"	chr9	+	79705888	79705942	79704644	79704902	79708117	79708250	145480	53,129,26,168,78	40,4,4,12,45	72,201,4,406,139	5,9,0,0,0	203	149	2.42289521779e-11	6.424669364060831e-09	0.493,0.959,0.827,0.911,0.56	0.914,0.943,1.0,1.0,1.0	-0.221	TF
149603	"ENSG00000151657.12"	"KIN"	chr10	-	7774830	7774891	7769215	7769345	7778837	7779019	149603	27,29,7,10,18	13,0,4,12,8	21,45,15,31,36	22,0,0,0,0	210	149	0.000188051493084	0.0054177965140875094	0.596,1.0,0.554,0.372,0.615	0.404,1.0,1.0,1.0,1.0	-0.253	TF
150781	"ENSG00000067066.17"	"SP100"	chr2	+	230417590	230417665	230415941	230416328	230442936	230443099	150781	15,172,0,62,79	43,24,4,19,61	13,98,22,761,1265	7,16,3,71,128	224	149	0.000456492719297	0.0113185157268315	0.188,0.827,0.0,0.685,0.463	0.553,0.803,0.83,0.877,0.868	-0.354	TF
150797	"ENSG00000067066.17"	"SP100"	chr2	+	230449087	230449150	230446818	230446902	230449313	230449380	150797	24,93,0,57,79	2,2,2,13,13	13,33,3,160,290	1,1,0,0,0	212	149	1.02741483844e-05	0.0004701768095097864	0.894,0.97,0.0,0.755,0.81	0.901,0.959,1.0,1.0,1.0	-0.286	TF
150814	"ENSG00000067066.17"	"SP100"	chr2	+	230464066	230464150	230462434	230462518	230466300	230466354	150814	34,258,3,61,166	28,6,4,1,38	28,123,38,740,1307	2,5,3,3,30	233	149	5.93745408017e-06	0.0002951633338762174	0.437,0.965,0.324,0.975,0.736	0.9,0.94,0.89,0.994,0.965	-0.25	TF
151491	"ENSG00000137574.11"	"TGS1"	chr8	+	55782747	55782812	55773445	55773719	55785718	55785891	151491	12,83,3,20,22	25,5,2,11,9	14,379,1,166,117	19,13,0,0,0	214	149	2.02339267429e-05	0.0008318207534634066	0.25,0.92,0.511,0.559,0.63	0.339,0.953,1.0,1.0,1.0	-0.284	TF
