gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
HMGN1	HMGN1_39347916-39347952_39345829-39345958_39348291-39348339	-0.4728	0.0833408663261908	5		chr21:39347916-39347952	-
AP000295.1	AP000295.1_33268394-33268517_33262792-33263637_33279751-33279918	-1	0	6		chr21:33268394-33268517	+
BTG3	BTG3_17604145-17604276_17598616-17598824_17604859-17604997	-0.3374	0.151457254695838	5		chr21:17604145-17604276	-
RTEL1	RTEL1_63689502-63689648_63689054-63689132_63689749-63689865	-0.228857142857143	0.0134098536839212	14		chr20:63689502-63689648	+
LAMA5	LAMA5_62336904-62336986_62336733-62336786_62337589-62337626	-0.364333333333333	0.0361155552820849	3		chr20:62336904-62336986	-
STX16-NPEPL1	STX16-NPEPL1_58691405-58691562_58673630-58673711_58691723-58691780	-0.443166666666667	0.0722174955718257	6		chr20:58691405-58691562	+
NNAT	NNAT_37522358-37522438_37521249-37521403_37522666-37523690	-0.2818	0.0815608838707488	10		chr20:37522358-37522438	+
CPNE1	CPNE1_35655202-35655344_35632794-35632923_35664801-35664882	-0.292	0.10040916292849	2		chr20:35655202-35655344	-
CPNE1	CPNE1_35658930-35659014_35632794-35632923_35664801-35664837	-0.335	0.169752761391384	3		chr20:35658930-35659014	-
CEP250	CEP250_35474794-35474852_35474000-35474052_35475501-35475646	-0.220666666666667	0.00776745346515404	3		chr20:35474794-35474852	+
GINS1	GINS1_25411124-25411286_25407730-25407895_25413789-25413854	-0.2895	0.0318198051533946	2		chr20:25411124-25411286	+
DZANK1	DZANK1_18451854-18451962_18448983-18449069_18452614-18452682	-0.266	0.0512152321092075	3		chr20:18451854-18451962	-
MGME1	MGME1_17975684-17975903_17969800-17970370_17988165-17988298	-0.319	0.0260096136072799	5		chr20:17975684-17975903	+
AC016629.3	AC016629.3_58586155-58586356_58582595-58583172_58598966-58599575	-0.496	0.0814630113746246	10		chr19:58586155-58586356	+
ZNF274	ZNF274_58185712-58185838_58183493-58183998_58206719-58207202	-0.445333333333333	0.0288848287745199	3		chr19:58185712-58185838	+
LENG8-AS1	LENG8-AS1_54445921-54446031_54445283-54445514_54448164-54448602	-0.713333333333333	0.25588539101194	3		chr19:54445921-54446031	-
LAIR1	LAIR1_54360022-54360072_54356711-54356966_54361009-54361193	-0.279625	0.0099206087646308	24		chr19:54360022-54360072	-
ZNF888	ZNF888_52918819-52918937_52917858-52917997_52923368-52923481	-0.8018	0.14456728537259	5		chr19:52918819-52918937	-
ZNF320	ZNF320_52893384-52893619_52891228-52891346_52893778-52893856	-0.614833333333333	0.103816023169194	6		chr19:52893384-52893619	-
SIGLEC10	SIGLEC10_51414824-51415108_51414421-51414515_51415180-51415438	-0.416	0.0385097390279394	3		chr19:51414824-51415108	-
TBC1D17	TBC1D17_49879323-49879504_49878497-49878572_49880278-49880402	-0.297	0.0846640419540669	3		chr19:49879323-49879504	+
TMEM143	TMEM143_48360072-48360176_48345159-48345354_48363290-48363531	-0.333666666666667	0.0248260615751539	3		chr19:48360072-48360176	-
ZNF114	ZNF114_48281552-48281689_48279730-48279808_48282370-48282405	-0.486272727272727	0.150584256088803	11		chr19:48281552-48281689	+
BBC3	BBC3_47228158-47228446_47226563-47226754_47230928-47231194	-0.478666666666667	0.0517133122770788	6		chr19:47228158-47228446	-
AC245060.7	AC245060.7_22308697-22308819_22307105-22307245_22309735-22309883	-0.354	5.79795065144377e-17	12		chr22:22308697-22308819	+
SIRT2	SIRT2_38898379-38898425_38893818-38893971_38899505-38899618	-0.3595	0.0855599205235723	2		chr19:38898379-38898425	-
AC016582.3	AC016582.3_37823811-37823906_37820223-37820306_37826171-37826211	-0.582	0.0565685424949238	2		chr19:37823811-37823906	+
ZNF569	ZNF569_37454834-37455073_37444906-37444964_37465312-37465473	-0.323571428571429	0.136189643687099	7		chr19:37454834-37455073	-
ZNF585B	ZNF585B_37198939-37199054_37190023-37190150_37210458-37210505	-0.542	1.19917792333295e-16	7		chr19:37198939-37199054	-
ZNF529	ZNF529_36572333-36572392_36556103-36556197_36589614-36589701	-0.457	0	3		chr19:36572333-36572392	-
C19orf12	C19orf12_29708254-29708423_29698885-29702977_29715124-29715224	-0.534333333333333	0.100980046033708	12		chr19:29708254-29708423	-
NCOA5	NCOA5_46079387-46079453_46070209-46070536_46089816-46089962	-0.2516	0.0222890107452081	5		chr20:46079387-46079453	-
ZNF708	ZNF708_21327960-21328141_21310500-21310627_21329209-21329425	-0.3165	0.0261629509039023	2		chr19:21327960-21328141	-
NR2C2AP	NR2C2AP_19202470-19202575_19202057-19202398_19202790-19202881	-0.253	0.027649593125397	13		chr19:19202470-19202575	-
BORCS8-MEF2B	BORCS8-MEF2B_19146273-19146384_19145571-19146022_19146554-19146648	-0.513666666666667	0.0443019939355631	6		chr19:19146273-19146384	-
MEF2B	MEF2B_19146273-19146405_19145568-19146022_19146554-19146648	-0.6292	0.0710132784364003	15		chr19:19146273-19146405	-
PGPEP1	PGPEP1_18348948-18349068_18340610-18340715_18355894-18356011	-0.388333333333333	0.109239361473958	15		chr19:18348948-18349068	+
WIZ	WIZ_15431012-15431182_15426981-15427533_15436805-15437129	-0.276	0.0245560583156173	3		chr19:15431012-15431182	-
NOTCH3	NOTCH3_15184295-15184450_15181575-15181801_15184905-15185019	-0.256888888888889	0.0306612314023933	9		chr19:15184295-15184450	-
SLC1A6	SLC1A6_14976761-14977032_14972688-14972917_14979308-14979688	-0.5195	0.209555879580284	4		chr19:14976761-14977032	-
ADGRL1	ADGRL1_14164621-14164705_14162947-14163406_14167015-14167030	-0.243875	0.0279613891950004	8		chr19:14164621-14164705	-
DNM2	DNM2_10808569-10808580_10805915-10805967_10812263-10812377	-0.3999375	0.138736906289086	16		chr19:10808569-10808580	+
ZNF561	ZNF561_9617621-9617758_9617044-9617171_9618090-9618179	-0.311333333333333	0.111289412494331	3		chr19:9617621-9617758	-
MARCHF2	MARCHF2_8418537-8418807_8413289-8413420_8421788-8421951	-0.2145	0.00353553390593274	2		chr19:8418537-8418807	+
MLLT1	MLLT1_6226977-6227102_6222120-6222684_6230569-6230713	-0.26825	0.0563477721704366	8		chr19:6226977-6227102	-
RANBP3	RANBP3_5951393-5951596_5941798-5941835_5978060-5978085	-0.467888888888889	0.17561637483763	9		chr19:5951393-5951596	-
ANKRD24	ANKRD24_4207108-4207134_4202868-4202926_4207241-4207312	-0.43425	0.172783824474399	4		chr19:4207108-4207134	+
MFSD12	MFSD12_3542776-3542977_3538274-3538756_3544808-3544939	-0.539642857142857	0.137386376629986	14		chr19:3542776-3542977	-
IZUMO4	IZUMO4_2097585-2097812_2097423-2097495_2097928-2097955	-0.2742	0.0407516870816412	5		chr19:2097585-2097812	+
DAZAP1	DAZAP1_1425878-1425960_1422347-1422396_1428841-1428995	-0.222333333333333	0.0196553639837407	3		chr19:1425878-1425960	+
ATP9B	ATP9B_79361739-79361992_79359395-79359462_79372824-79372882	-0.36125	0.271991881006278	4		chr18:79361739-79361992	+
MIR99AHG	MIR99AHG_16619449-16619562_16606993-16607087_16627176-16627785	-0.340777777777778	0.089856521435255	9		chr21:16619449-16619562	+
SLC14A1	SLC14A1_45727261-45727418_45724949-45725013_45730299-45730471	-0.46275	0.200852142964254	4		chr18:45727261-45727418	+
FAM210A	FAM210A_13670871-13670968_13666230-13666713_13671861-13671939	-0.285	0.0285890421898554	4		chr18:13670871-13670968	-
HEXD	HEXD_82440473-82440613_82439999-82440334_82440996-82441075	-0.538611111111111	0.171038055238796	18		chr17:82440473-82440613	+
SNHG16	SNHG16_76558374-76558600_76557768-76557857_76558944-76559043	-0.39675	0.101154584671185	4		chr17:76558374-76558600	+
TMEM94	TMEM94_75492239-75492337_75491690-75491852_75492473-75492742	-0.36025	0.197814019633686	12		chr17:75492239-75492337	+
PEG3	PEG3_56833290-56833420_56826387-56826463_56836017-56836104	-0.4004	0.109933161511893	5		chr19:56833290-56833420	-
POLG2	POLG2_64483390-64483506_64482918-64482999_64485727-64485868	-0.36025	0.140902367874806	12		chr17:64483390-64483506	-
RPS6KB1	RPS6KB1_59930800-59931052_59930116-59930174_59931621-59931722	-0.475	0.203528867731337	6		chr17:59930800-59931052	+
PTRH2	PTRH2_59698871-59700189_59697307-59697978_59707370-59707626	-0.2932	0.0691209085588435	5		chr17:59698871-59700189	-
GDPD1	GDPD1_59257751-59257840_59248739-59248785_59267040-59267174	-0.7628	0.327467861018452	5		chr17:59257751-59257840	+
SP2	SP2_47909664-47909730_47897814-47897927_47915311-47915388	-0.368714285714286	0.104146874310137	7		chr17:47909664-47909730	+
PLEKHM1	PLEKHM1_45475888-45476073_45475596-45475726_45477804-45478147	-0.248666666666667	0.0119303534454489	3		chr17:45475888-45476073	-
GUSBP11	GUSBP11_23686838-23686995_23683724-23683867_23690231-23690293	-0.368857142857143	0.124005952238093	7		chr22:23686838-23686995	-
GUSBP11	GUSBP11_23700726-23700845_23694118-23695517_23705428-23705541	-0.29175	0.0643447744576046	4		chr22:23700726-23700845	-
GFAP	GFAP_44904766-44905149_44904441-44904554_44908063-44908134	-0.640555555555556	0.117267974220491	9		chr17:44904766-44905149	-
MLX	MLX_42568470-42568559_42567618-42567655_42568836-42568943	-0.213	0	2		chr17:42568470-42568559	+
RAD51D	RAD51D_35106988-35107061_35106385-35106481_35107365-35107447	-0.374	6.79869977755259e-17	3		chr17:35106988-35107061	-
LIG3	LIG3_34981481-34981557_34980576-34980622_34983001-34983552	-0.319	0.0197989898732233	2		chr17:34981481-34981557	+
NF1	NF1_31252938-31253000_31248983-31249119_31258343-31258502	-0.290333333333333	0.0127410099024109	3		chr17:31252938-31253000	+
TMEM199	TMEM199_28358314-28358468_28357651-28357881_28358915-28358989	-0.305	0.0961665222413705	2		chr17:28358314-28358468	+
LINC02693	LINC02693_21550996-21551116_21529257-21535538_21574239-21574403	-0.3825	0.0289913780286485	2		chr17:21550996-21551116	-
MAP2K3	MAP2K3_21296086-21296210_21295674-21295769_21298412-21298444	-0.2865	0.0395516539898565	4		chr17:21296086-21296210	+
LAS1L	LAS1L_65524564-65524614_65524055-65524262_65524964-65525050	-0.3575	0.0431335136523794	2		chrX:65524564-65524614	-
SHMT1	SHMT1_18360414-18360552_18355978-18356000_18363371-18363542	-0.410333333333333	0.0535754919093921	3		chr17:18360414-18360552	-
ATPAF2	ATPAF2_18021422-18021663_18021122-18021238_18021744-18021857	-0.226	0.0250599281722833	3		chr17:18021422-18021663	-
SNHG29	SNHG29_16460893-16461245_16441073-16441130_16462832-16462941	-0.233333333333333	0.0261023626006025	3		chr17:16460893-16461245	+
RPAIN	RPAIN_5425971-5428211_5422768-5422829_5432541-5432704	-0.233666666666667	0.0187705443004015	3		chr17:5425971-5428211	+
CAMTA2	CAMTA2_4982089-4982227_4981677-4981742_4982756-4982892	-0.2235	0.0289913780286484	2		chr17:4982089-4982227	-
ENO3	ENO3_4953272-4953341_4952794-4952890_4953711-4953845	-0.234	0	7		chr17:4953272-4953341	+
ARRB2	ARRB2_4716412-4716671_4710692-4710744_4717216-4717276	-0.846	0.148176696323455	7		chr17:4716412-4716671	+
TCF25	TCF25_89878461-89878627_89873643-89873859_89883350-89883512	-0.23075	0.0187149672722129	4		chr16:89878461-89878627	+
FANCA	FANCA_89762638-89762793_89761948-89762022_89764889-89765066	-0.415285714285714	0.0984305411372478	7		chr16:89762638-89762793	-
CDK10	CDK10_89687589-89687815_89686683-89686797_89689251-89689324	-0.565333333333333	0.088649121071033	6		chr16:89687589-89687815	+
GALNS	GALNS_88842706-88842829_88841896-88841971_88856757-88856947	-0.420684210526316	0.06139765886921	19		chr16:88842706-88842829	-
OSGIN1	OSGIN1_83953262-83953370_83949402-83949506_83957639-83957650	-0.507555555555555	0.0103708994574027	18		chr16:83953262-83953370	+
CMC2	CMC2_80980770-80980879_80975801-80976179_80997313-80997429	-0.327	0.150950322954275	5		chr16:80980770-80980879	-
ZNF821	ZNF821_71861776-71861942_71859679-71860672_71864137-71864242	-0.2764	0.0456537694683217	10		chr16:71861776-71861942	-
ZNF23	ZNF23_71461659-71462004_71456781-71456828_71462209-71462392	-0.429909090909091	0.167752469159446	11		chr16:71461659-71462004	-
NUTF2	NUTF2_67847278-67847456_67846934-67846985_67865101-67865229	-0.245	0.0381837661840736	2		chr16:67847278-67847456	+
NOL3	NOL3_67171152-67171457_67170539-67170574_67174007-67174046	-0.604	0.181019335983756	2		chr16:67171152-67171457	+
CDH11	CDH11_64948609-64948787_64943752-64948099_64950766-64951018	-0.341333333333333	0.0529937103186155	3		chr16:64948609-64948787	-
TRIM16	TRIM16_15651091-15651946_15642720-15642816_15677175-15677280	-0.568	0.0973281523032736	14		chr17:15651091-15651946	-
ZNF688	ZNF688_30571010-30571123_30569345-30570436_30571433-30571652	-0.238	0.0277968823191859	10		chr16:30571010-30571123	-
ALG13	ALG13_111689087-111689197_111684964-111685103_111708026-111708166	-0.2305	0.0106066017177982	2		chrX:111689087-111689197	+
INO80E	INO80E_30001212-30001530_30000928-30001040_30005220-30005323	-0.2975	0.0403050865276332	2		chr16:30001212-30001530	+
INO80E	INO80E_30001414-30001530_30000928-30001040_30005220-30005791	-0.2255	0.0120208152801713	2		chr16:30001414-30001530	+
SH2B1	SH2B1_28861618-28861747_28846642-28846827_28863667-28863754	-0.3354	0.117520614093197	20		chr16:28861618-28861747	+
SMG1P1	SMG1P1_22454702-22454865_22437400-22437492_22459354-22459491	-0.769142857142857	0.0404904456690241	7		chr16:22454702-22454865	+
MZF1	MZF1_58572550-58572719_58571199-58571429_58573372-58573575	-0.552666666666667	0.238801870456103	3		chr19:58572550-58572719	-
LYRM1	LYRM1_20902486-20902717_20900665-20900889_20920121-20920214	-0.601	0.0683900577569576	6		chr16:20902486-20902717	+
ZNF263	ZNF263_3285059-3285239_3283490-3284205_3288453-3288570	-0.488285714285714	0.0189271787448128	7		chr16:3285059-3285239	+
ZNF263	ZNF263_3285681-3285754_3283505-3284205_3286022-3286149	-0.419	0.0144499134945507	6		chr16:3285681-3285754	+
C21orf58	C21orf58_46318785-46318961_46318011-46318220_46322638-46323869	-0.556923076923077	0.115611750800154	13		chr21:46318785-46318961	-
RNPS1	RNPS1_2266110-2266216_2264572-2264760_2267662-2267833	-0.584166666666667	0.239611699769996	6		chr16:2266110-2266216	-
CHTF18	CHTF18_790525-790666_790346-790399_791160-791370	-0.303	0	4		chr16:790525-790666	+
CHTF18	CHTF18_790525-790671_790346-790399_791160-791370	-0.332	0	5		chr16:790525-790671	+
ZNF814	ZNF814_57885883-57885969_57876915-57877042_57888766-57888958	-0.45275	0.210880459459425	12		chr19:57885883-57885969	-
WDR73	WDR73_84645973-84646085_84645468-84645836_84646183-84646348	-0.23975	0.0216390850083824	4		chr15:84645973-84646085	-
SH3GL3	SH3GL3_83609270-83609466_83588661-83588771_83618081-83618642	-0.301	0.111722871427475	2		chr15:83609270-83609466	+
FBXO22	FBXO22_75904491-75904629_75903875-75904103_75913202-75913290	-0.361428571428571	0.0159938174868353	14		chr15:75904491-75904629	+
ADPGK	ADPGK_72774872-72775097_72760406-72760527_72783245-72783731	-0.444	6.20633538311818e-17	5		chr15:72774872-72775097	-
LCTL	LCTL_66551662-66551861_66550040-66550104_66552042-66552169	-0.707545454545454	0.141256761704609	11		chr15:66551662-66551861	-
PARP16	PARP16_65266562-65266768_65263148-65263320_65286252-65286492	-0.231	0	4		chr15:65266562-65266768	-
PARP16	PARP16_65270935-65271072_65263148-65263320_65286252-65286366	-0.366	5.79795065144377e-17	12		chr15:65270935-65271072	-
GGT1	GGT1_24609965-24610033_24607953-24608023_24610357-24610531	-0.474	0	2		chr22:24609965-24610033	+
VPS13C	VPS13C_61931090-61931259_61927090-61927320_61936596-61936750	-0.5792	0.156261639566466	5		chr15:61931090-61931259	-
RORA	RORA_60677151-60677232_60531765-60531851_60678656-60678686	-0.263	0.0329089653438087	3		chr15:60677151-60677232	-
ENOSF1	ENOSF1_706470-706578_694247-694334_712503-712523	-0.464	2.27528013451375e-16	21		chr18:706470-706578	-
TRPM7	TRPM7_50628149-50628249_50624165-50624300_50631416-50631489	-0.4136	0.00921024274536623	15		chr15:50628149-50628249	-
NME4	NME4_401947-402043_400218-400294_404955-405024	-0.2595	0.0105872994238809	12		chr16:401947-402043	+
HERC2P9	HERC2P9_28629266-28629441_28618523-28618655_28632636-28632807	-0.988153846153846	0.0427119151093426	13		chr15:28629266-28629441	+
SNRPN	SNRPN_24920473-24920547_24920010-24920124_24958737-24958868	-0.610333333333333	0.218064349690775	12		chr15:24920473-24920547	+
SNRPN	SNRPN_24958738-24958868_24920472-24920547_24962113-24962209	-0.458333333333333	0.202038981387256	9		chr15:24958738-24958868	+
ZNF91	ZNF91_23339231-23339260_23338852-23339054_23358429-23358848	-0.2915	0.0523099735550816	4		chr19:23339231-23339260	-
ZSCAN18	ZSCAN18_58092450-58092568_58090232-58090386_58093227-58093398	-0.701	0.0764918296290526	3		chr19:58092450-58092568	-
TEDC1	TEDC1_105493835-105493933_105492578-105492734_105497356-105497413	-0.278	0	5		chr14:105493835-105493933	+
MOK	MOK_102231707-102231821_102229213-102229657_102232534-102232671	-0.2505	0.00494974746830584	2		chr14:102231707-102231821	-
MOK	MOK_102251444-102251610_102250811-102250987_102251755-102251804	-0.331166666666667	0.138873203558738	6		chr14:102251444-102251610	-
MEG8	MEG8_100935772-100935881_100913431-100913521_100937402-100937488	-0.874666666666667	0.154628783239281	12		chr14:100935772-100935881	+
PDP2	PDP2_66883015-66883102_66880548-66880664_66884230-66884594	-0.3354	0.141620266911202	5		chr16:66883015-66883102	+
ATXN3	ATXN3_92047896-92048089_92044495-92044958_92049602-92049814	-0.699	0.173948268171891	2		chr14:92047896-92048089	-
ATXN3	ATXN3_92096093-92096137_92093378-92093831_92096673-92096838	-0.302608695652174	0.00187662972651368	23		chr14:92096093-92096137	-
EFCAB11	EFCAB11_89924513-89924677_89797126-89797324_89931540-89931631	-0.282	0.045254833995939	2		chr14:89924513-89924677	-
ABCD4	ABCD4_74290027-74290118_74289300-74289519_74290290-74290452	-0.206	0.00529150262212917	6		chr14:74290027-74290118	-
ABCD4	ABCD4_74293154-74293279_74292747-74292869_74295147-74295198	-0.333	0.004	4		chr14:74293154-74293279	-
ABCD4	ABCD4_74293154-74293310_74292747-74292869_74295147-74295198	-0.35075	0.0045	4		chr14:74293154-74293310	-
DPF3	DPF3_72669952-72671338_72629623-72629736_72674239-72674368	-0.38625	0.0448878231446644	4		chr14:72669952-72671338	-
MNAT1	MNAT1_60968229-60968397_60879713-60879835_60968558-60968680	-0.221357142857143	0.00240535117721182	14		chr14:60968229-60968397	+
PPP2R3C	PPP2R3C_35108139-35108236_35099251-35099384_35110524-35110629	-0.466625	0.302421752965402	16		chr14:35108139-35108236	-
TINF2	TINF2_24241675-24241776_24239681-24240875_24242140-24242605	-0.36	0	5		chr14:24241675-24241776	-
DBF4B	DBF4B_44732178-44732265_44730964-44731015_44734089-44734163	-0.5565	0.0649978632127413	10		chr17:44732178-44732265	+
EFS	EFS_23360555-23360833_23360140-23360281_23365007-23365172	-0.24475	0.0176894507169292	4		chr14:23360555-23360833	-
RBM23	RBM23_22908333-22908380_22906027-22906368_22909482-22909595	-0.427375	0.0460773805679099	8		chr14:22908333-22908380	-
CCNB1IP1	CCNB1IP1_20315485-20315618_20313467-20313801_20315780-20315850	-0.34775	0.0882321747814632	4		chr14:20315485-20315618	-
DLEU2	DLEU2_50070582-50070641_50068096-50068163_50075558-50075653	-0.2734	0.081678026420819	5		chr13:50070582-50070641	-
DLEU2	DLEU2_50071516-50071629_50068096-50068163_50075558-50075653	-0.223	0.0311126983722081	2		chr13:50071516-50071629	-
CPB2-AS1	CPB2-AS1_46097110-46097399_46094852-46095002_46098397-46098781	-0.65925	0.189607269551214	4		chr13:46097110-46097399	+
ZNF584	ZNF584_58409965-58410091_58408776-58409165_58415523-58415646	-0.411	0.0737495762699692	3		chr19:58409965-58410091	+
P3H4	P3H4_41803287-41803431_41801946-41802979_41806795-41806848	-0.211090909090909	0.00820310362551328	11		chr17:41803287-41803431	-
MTIF3	MTIF3_27449852-27449918_27445087-27445137_27450063-27450143	-0.294	0.0937736636801613	5		chr13:27449852-27449918	-
ZDHHC20	ZDHHC20_21378661-21378738_21375106-21376655_21381433-21381455	-0.33575	0.127635875312024	4		chr13:21378661-21378738	-
MPHOSPH8	MPHOSPH8_19670840-19670964_19670235-19670363_19671205-19671289	-0.466	0.281440579874332	6		chr13:19670840-19670964	+
PIGT	PIGT_45446643-45447816_45429480-45429670_45448243-45448581	-1	0	3		chr20:45446643-45447816	+
PIGT	PIGT_45447597-45447816_45429480-45429670_45448243-45448581	-1	0	3		chr20:45447597-45447816	+
EP400	EP400_131963532-131963642_131960584-131961954_131979696-131979793	-0.4065	0.173241161390704	2		chr12:131963532-131963642	+
ADGRD1	ADGRD1_130987095-130987349_130971457-130971580_130991013-130991078	-0.364	0	2		chr12:130987095-130987349	+
TRAFD1	TRAFD1_112126085-112126149_112125562-112125618_112130510-112130569	-0.4564	0.200255586688612	5		chr12:112126085-112126149	+
ACAD10	ACAD10_111710273-111710365_111709525-111709684_111712497-111712657	-0.431230769230769	0.196947181517513	13		chr12:111710273-111710365	+
ACAD10	ACAD10_111729806-111729956_111727961-111728143_111733922-111734068	-0.5	0	7		chr12:111729806-111729956	+
ATXN2	ATXN2_111461139-111461305_111457213-111457359_111464661-111464715	-0.315	0.103289237903407	4		chr12:111461139-111461305	-
TCTN1	TCTN1_110644967-110645129_110640445-110640517_110647195-110647336	-0.352615384615385	0.0512827756359099	13		chr12:110644967-110645129	+
VEZT	VEZT_95256550-95256622_95251939-95252071_95266356-95266633	-0.332	0	2		chr12:95256550-95256622	+
ZNF223	ZNF223_44063265-44063566_44060748-44060841_44066063-44066219	-0.4865	0.119501046020526	2		chr19:44063265-44063566	+
RXYLT1	RXYLT1_63782541-63782704_63781018-63781174_63784969-63785072	-0.416	0.168762653846559	13		chr12:63782541-63782704	+
ASXL1	ASXL1_32371778-32371874_32369014-32369123_32372163-32372223	-0.452	0	3		chr20:32371778-32371874	+
FMNL3	FMNL3_49658442-49658594_49657081-49657190_49661965-49662049	-0.376125	0.0546846478848106	8		chr12:49658442-49658594	-
NR4A1	NR4A1_52052496-52052645_52043838-52043911_52054326-52054673	-0.5408	0.0530348941735533	5		chr12:52052496-52052645	+
CCDC91	CCDC91_28225795-28225861_28190445-28190641_28305648-28305806	-0.4895	0.0148492424049175	2		chr12:28225795-28225861	+
CCDC91	CCDC91_28255581-28255662_28225794-28225861_28257201-28257245	-0.529888888888889	0.152606332799322	18		chr12:28255581-28255662	+
LZTR1	LZTR1_20987504-20987583_20985840-20985897_20988009-20988113	-0.239038461538462	0.022388355489818	26		chr22:20987504-20987583	+
IFFO1	IFFO1_6551398-6551503_6550940-6551001_6555256-6556063	-0.400428571428571	0.14047758675658	7		chr12:6551398-6551503	-
ACAD8	ACAD8_134257088-134257257_134253547-134253709_134259007-134259084	-0.414666666666667	0.0716542624924249	3		chr11:134257088-134257257	+
TMEM218	TMEM218_125102132-125102317_125101200-125101303_125102636-125102809	-0.25	0	9		chr11:125102132-125102317	-
AC018630.2	AC018630.2_11034782-11034885_10973654-10973721_11047019-11047188	-0.296461538461538	0.0534846011867207	13		chr12:11034782-11034885	-
TEX21P	TEX21P_64353953-64354074_64346134-64346428_64354720-64354922	-0.755666666666667	0.0562672195865408	9		chr14:64353953-64354074	-
SCN3B	SCN3B_123633112-123633776_123629187-123629450_123634120-123634206	-0.444	0	8		chr11:123633112-123633776	-
MIR100HG	MIR100HG_122038027-122038243_122033313-122033462_122100373-122100400	-0.8	0	2		chr11:122038027-122038243	-
TMEM25	TMEM25_118533420-118533551_118532916-118533207_118533856-118533887	-0.323526315789474	0.0744530936757818	19		chr11:118533420-118533551	+
ANKS3	ANKS3_4726979-4727177_4726658-4726780_4729979-4730151	-0.446777777777778	0.0468529021987373	9		chr16:4726979-4727177	-
USP28	USP28_113874517-113874800_113854257-113854335_113875444-113875536	-0.261666666666667	0.0924788264054715	3		chr11:113874517-113874800	-
TIMM8B	TIMM8B_112085967-112086310_112085148-112085462_112086639-112086722	-0.320666666666667	0.158404124525426	6		chr11:112085967-112086310	-
TIMM8B	TIMM8B_112085978-112086310_112084799-112085462_112086639-112086798	-0.32125	0.167897538199145	4		chr11:112085978-112086310	-
SIDT2	SIDT2_117186990-117187001_117186583-117186636_117187377-117187449	-0.2595	0.0558614357137372	2		chr11:117186990-117187001	+
CCDC82	CCDC82_96386254-96386293_96385936-96386020_96387529-96387613	-0.388	0	4		chr11:96386254-96386293	-
CCDC82	CCDC82_96387530-96387613_96383961-96384761_96389843-96389912	-0.607818181818182	0.00723627226986633	11		chr11:96387530-96387613	-
MRE11	MRE11_94476289-94476403_94471573-94471759_94478734-94478876	-0.371	0	6		chr11:94476289-94476403	-
PICALM	PICALM_86026292-86026367_86014869-86014963_86068650-86068733	-0.4445	0.12629462907556	4		chr11:86026292-86026367	-
GDPD5	GDPD5_75479244-75479488_75477618-75477795_75490236-75490320	-0.403	0.0699464080564542	5		chr11:75479244-75479488	-
PRCP	PRCP_82843184-82843304_82839260-82839425_82845615-82845822	-0.36725	0.0977356127519545	4		chr11:82843184-82843304	-
IL18BP	IL18BP_71999228-71999662_71998908-71999019_71999926-71999938	-0.569636363636364	0.175674285384784	11		chr11:71999228-71999662	+
RPS6KB2	RPS6KB2_67431368-67431515_67429526-67429595_67432599-67432657	-0.205	5.7219584981528e-17	17		chr11:67431368-67431515	+
RPS6KB2	RPS6KB2_67432353-67432492_67429526-67429595_67432599-67432657	-0.46644	0.0634685486415647	25		chr11:67432353-67432492	+
RPS6KB2	RPS6KB2_67432356-67432492_67429526-67429595_67432599-67432657	-0.451541666666667	0.0558546087520142	24		chr11:67432356-67432492	+
MPHOSPH9	MPHOSPH9_123203250-123203375_123202623-123203084_123210055-123210162	-0.523333333333333	0.108840862424612	3		chr12:123203250-123203375	-
SNHG1	SNHG1_62853552-62853833_62853074-62853115_62854887-62854938	-0.2	0	5		chr11:62853552-62853833	-
MS4A4A	MS4A4A_60282594-60282739_60280655-60280716_60292224-60292384	-0.292	0.0779037868142493	3		chr11:60282594-60282739	+
ZNF573	ZNF573_37770407-37770597_37770004-37770097_37771563-37771696	-0.5511	0.187468782586447	10		chr19:37770407-37770597	-
ZNF573	ZNF573_37773661-37773751_37738286-37740194_37779543-37779553	-0.617	0	6		chr19:37773661-37773751	-
ARFGAP2	ARFGAP2_47175182-47175313_47171663-47171800_47175850-47175923	-0.495333333333333	0.141930734280258	3		chr11:47175182-47175313	-
ARFGAP2	ARFGAP2_47175851-47175923_47171663-47171800_47176781-47176846	-0.2	2.99794480833239e-17	7		chr11:47175851-47175923	-
ATG13	ATG13_46618260-46618375_46617544-46617890_46644278-46644360	-0.381133333333333	0.101671647028677	15		chr11:46618260-46618375	+
ATG13	ATG13_46663997-46664095_46659391-46659485_46664848-46664959	-0.28375	0.0595	4		chr11:46663997-46664095	+
ZNF600	ZNF600_52781317-52781464_52780827-52781055_52786594-52786724	-0.7452	0.254265019222071	5		chr19:52781317-52781464	-
COASY	COASY_42562296-42562487_42562150-42562219_42562611-42562919	-0.3045	0.119501046020527	2		chr17:42562296-42562487	+
COASY	COASY_42562356-42562487_42562150-42562219_42562611-42563322	-0.28025	0.0853048455052037	4		chr17:42562356-42562487	+
DNAJC24	DNAJC24_31408110-31408330_31370806-31370859_31414810-31414949	-0.408	0.156243399860602	8		chr11:31408110-31408330	+
IFNGR2	IFNGR2_33411445-33411575_33410835-33410892_33414887-33415020	-0.548375	0.236729064544259	16		chr21:33411445-33411575	+
