Splice ID	Case	Sample	Histology	CNS	Type
PXYLP1:141262243-141262340_141260122-141260254_141278341-141278500	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PPT1:40076730-40076913_40072718-40074183_40078559-40078658	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MBNL2:97366459-97366553_97357481-97357635_97391321-97391599	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RING1:33209915-33210130_33209559-33209786_33211157-33211547	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
AKR1A1:45552436-45552563_45550542-45551155_45561788-45561878	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SORBS3:22566345-22566484_22565677-22565872_22566660-22566694	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KANSL1:46039027-46039215_46038537-46038686_46039701-46039884	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CTSB:11864376-11864463_11853328-11853479_11868000-11868040	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
APEH:49675183-49675309_49674382-49674621_49675693-49675787	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPL24:101682429-101682492_101681090-101681215_101682770-101682907	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM178A:39707049-39707186_39704080-39704194_39717009-39717093	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
YKT6:44208407-44211124_44208132-44208198_44212246-44214166	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
YKT6:44208795-44211124_44208132-44208198_44212246-44214166	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS3A:151104177-151104286_151102870-151103079_151104471-151104490	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GPSM2:108885275-108885578_108876736-108877228_108896863-108897032	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GPSM2:108885507-108885578_108876980-108877228_108896863-108897085	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ITPRID2:181920597-181920662_181919295-181919446_181921947-181922412	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PQBP1:48902219-48902517_48901929-48902042_48902731-48902795	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PQBP1:48902233-48902384_48901929-48902042_48902731-48902795	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PQBP1:48902233-48902517_48901929-48902042_48902731-48902795	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PNKD:218272570-218272686_218271380-218271549_218339782-218339898	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RBM23:22908333-22908380_22906027-22906368_22909482-22909595	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ANAPC16:72220054-72220379_72216028-72216072_72223887-72224056	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PRKRA:178445426-178445535_178444421-178444500_178447504-178447586	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MFF:227352514-227352573_227342744-227342819_227355676-227355761	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ITM2C:230876857-230876967_230875619-230875808_230877399-230877550	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CSNK1G3:123595039-123595134_123591318-123591414_123604723-123604830	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RNF135:30987944-30988106_30984616-30984760_30997241-30997248	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PFKFB2:207070280-207070409_207069423-207069528_207071508-207071573	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAMTA1:6820181-6820250_6785453-6785575_6825091-6825210	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BAALC:103212919-103213085_103140724-103141057_103227988-103228132	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CENPV:16349140-16349333_16348615-16348685_16349930-16349956	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ARID5A:96549321-96549459_96547401-96547517_96549752-96549805	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PTP4A3:141427750-141427824_141426938-141427069_141430926-141432415	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GGA1:37624969-37625076_37623551-37623633_37629461-37629526	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SMUG1:54187819-54187905_54183655-54183959_54188950-54188974	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
EMC3:9981634-9981747_9977388-9977446_9986506-9986682	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ASL:66081803-66081997_66075833-66076093_66082367-66082451	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
WASF3:26676549-26676724_26671871-26671989_26680034-26680201	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MUC20-OT1:195696361-195696589_195688532-195688797_195699029-195699116	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PCDH15:53811549-53811619_53810555-53810664_53827392-53827548	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BCAS1:53944926-53944996_53936776-53941524_53953431-53953695	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ENSG00000288663:53295839-53295941_53295524-53295639_53298044-53298150	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PFDN5:53297850-53297924_53295524-53295639_53298044-53298150	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HPS1:98429791-98429889_98429150-98429642_98430570-98430670	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MRPL9:151761451-151761552_151760815-151760899_151762104-151762155	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PSTK:122987334-122987504_122986868-122986962_122990173-122990390	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PRMT7:68347211-68347294_68346120-68346280_68352247-68352409	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PEX5:7202241-7202351_7201750-7201841_7202611-7202704	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS21:62387843-62387914_62387610-62387674_62388308-62388364	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SPINDOC:63818527-63818652_63818215-63818365_63818801-63819002	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PRDX5:64320661-64320792_64318120-64318386_64320864-64320903	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PSAP:71819031-71819111_71818616-71818724_71819464-71819622	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
COA4:73876479-73876575_73872996-73873394_73876756-73876843	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RPS3:75400694-75400777_75399518-75399577_75401639-75401733	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCDC90B:83285127-83285211_83280140-83280260_83285872-83285979	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TMPRSS5:113699595-113699693_113698837-113699027_113706221-113706308	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CNTN1:41061762-41061884_41029113-41029219_41069958-41070241	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ACTR1A:102481837-102481898_102481131-102481172_102483010-102483103	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ACTR1A:102482001-102482175_102481131-102481172_102483010-102483103	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PFDN5:53295839-53297924_53295555-53295639_53298044-53298150	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MYL6:56159587-56159730_56158361-56158711_56159974-56160148	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MYL6:56159623-56159730_56158683-56158711_56159974-56160148	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
COQ5:120526457-120526546_120522213-120522363_120528939-120529140	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
NCOR2:124340602-124340694_124340293-124340443_124341822-124342055	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ALDH3A2:19673151-19673275_19671720-19671956_19675495-19675499	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CACFD1:133465322-133465447_133463482-133463555_133467920-133468028	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SHF:45171883-45172078_45167833-45168133_45175218-45175326	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FIS1:101244007-101244139_101240829-101240906_101244897-101245048	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FIS1:101244007-101244139_101240829-101240906_101244959-101245081	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PRKAR1A:68514987-68515119_68511779-68512142_68515393-68515536	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PRKAR1A:68514987-68515119_68512899-68512970_68515393-68515536	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
HGS:81695164-81695223_81694814-81695067_81695785-81695930	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MBD1:50273334-50273426_50272823-50272955_50273563-50273863	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MBD1:50273334-50273471_50272823-50272955_50273563-50273863	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SNAPIN:153659138-153659184_153658702-153658886_153659447-153659566	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
VTI1B:67663029-67663190_67662476-67662535_67674374-67674610	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ENSG00000241489:149498107-149498307_149496345-149496516_149500948-149501037	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
STAG2:124021367-124021431_123960518-123960866_124022530-124022671	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CDK16:47222273-47222342_47218310-47218664_47223551-47223728	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
APOO:23833607-23833612_23833356-23833510_23840312-23840377	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CFAP298:32602272-32602367_32599353-32601973_32603160-32603292	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CD33:51225218-51225598_51225079-51225155_51225802-51226081	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAV2:20056530-20056628_20055768-20055957_20062306-20062359	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ZNF138:64815576-64815653_64814917-64815044_64831450-64833680	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SOD2:159688126-159688242_159684853-159685033_159692660-159692863	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SNAP91:83623301-83623342_83616968-83617039_83641095-83641202	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TAF11:34879967-34880063_34877461-34878720_34880288-34880348	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM161B:88240813-88240916_88228440-88228528_88268720-88268799	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NQO2:3003669-3003789_2999893-3000085_3006467-3006559	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SYT14:210015684-210017099_210013632-210013797_210021038-210021254	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CTBP1:1238183-1238337_1228198-1228343_1248915-1249137	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PCP4:39883453-39883632_39867450-39867510_39898475-39898527	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TFDP2:141995020-141995141_141993537-141993585_142005440-142005469	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NIN:50821874-50822000_50806736-50806818_50830463-50830517	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NIN:50821874-50822077_50805916-50806818_50830463-50830479	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
COLGALT2:183954762-183954838_183951006-183951113_183963900-183964020	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PTPRC:198696712-198696909_198692346-198692373_198699563-198699620	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SMG5:156266507-156266678_156266136-156266380_156267469-156267588	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
UBA6-DT:67720422-67721051_67701260-67701484_67728539-67728686	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TTLL7:83952187-83952387_83951844-83951976_83998930-83999092	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PMS2P3:75512309-75512421_75510930-75511114_75512588-75512675	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ANKMY1:240529037-240529509_240525684-240525849_240552913-240553057	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BPNT1:220066073-220066117_220062756-220062954_220067301-220067393	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MAP4:47867246-47867338_47857430-47857512_47869213-47869327	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MDM2:68815628-68815720_68813553-68813628_68816811-68816945	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
FXYD6:117840319-117840368_117839576-117839830_117841147-117841184	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SLC30A6:32197318-32197392_32193888-32193983_32197706-32197826	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PHACTR4:28457832-28457855_28438150-28438430_28459084-28459258	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PRRC2A:31623732-31623909_31622689-31622901_31624260-31624360	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ADAM22:88184292-88184402_88181957-88182024_88193115-88193239	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CHMP3:86529218-86529397_86510357-86510479_86563303-86563479	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GPR107:130075636-130075749_130053425-130054073_130076411-130076462	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FXYD6:117840237-117840368_117839780-117839830_117841147-117841184	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FXYD6:117840344-117840368_117839780-117839830_117841147-117841184	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CFAP221:119549085-119549185_119546084-119546270_119559688-119559775	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FAM102A:127953805-127953925_127953574-127953604_127979991-127980989	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NRG3:82865411-82865437_82738575-82738650_82951468-82951571	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NRG3:82865414-82865437_82738576-82738650_82951468-82951571	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RSPRY1:57207593-57207685_57204596-57205008_57208057-57208110	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
IP6K1:49747818-49748168_49738211-49738422_49786353-49786540	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
APTX:32988083-32988124_32987543-32987731_32989758-32989895	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SECISBP2:89334025-89334155_89332916-89332986_89334521-89334730	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
BAIAP2:81036863-81036961_81035150-81035308_81053667-81053743	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CAMSAP1:135862467-135862608_135850321-135850461_135866455-135866536	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TCF7L2:113089400-113089540_113040024-113040126_113141183-113141316	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SAR1A:70162690-70162759_70161857-70161931_70170412-70170523	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CRYZ:74730382-74730420_74724710-74724834_74732955-74733061	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MRPL43:100983948-100984074_100983754-100983817_100986748-100986975	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
FGFR2:121565637-121565704_121564324-121564579_121593708-121593967	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CTNND2:10988111-10988242_10981772-10981846_10992550-10992677	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF638:71348753-71350271_71276592-71276754_71355718-71355780	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PKNOX2:125410039-125411865_125397873-125398062_125429011-125429088	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CLEC7A:10123245-10123363_10116776-10118590_10125086-10125173	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ST7:117098613-117098815_116953502-116953691_117099761-117099844	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
STK38L:27300554-27300601_27297709-27297854_27302136-27302188	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CNOT2:70294071-70294294_70278131-70278274_70310894-70311017	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CDADC1:49265879-49266003_49259345-49259523_49267489-49267525	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PDCD4:110894412-110894522_110894090-110894198_110895947-110896087	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAXD:110625190-110625278_110624233-110624279_110627438-110627547	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAXD:110625190-110625303_110624233-110624279_110627438-110627547	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PAN2:56318237-56318434_56316222-56317643_56319087-56319181	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KTN1:55663955-55664041_55661273-55661612_55670728-55670809	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KTN1:55667241-55667330_55661521-55661612_55670728-55670809	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAPRIN2:30719079-30719225_30716289-30716676_30720810-30720915	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KATNIP:27654608-27654736_27631064-27631162_27677728-27677818	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NEURL4:7327165-7327230_7326710-7327009_7327439-7327500	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CEP170:243185779-243186072_243172696-243172846_243186258-243186280	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TUSC3:15757791-15757855_15748374-15748465_15758029-15758277	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TAF1B:9875865-9876018_9868275-9868429_9882705-9882805	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FUZ:49812447-49812736_49812250-49812335_49812995-49813299	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FUZ:49812615-49812736_49812250-49812335_49812995-49813156	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FDFT1:11830244-11830420_11825999-11826215_11831517-11831581	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CD44:35204512-35204640_35189834-35190065_35214851-35214914	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
KRBA2:8371309-8372081_8368709-8370386_8375899-8376658	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
APH1A:150267716-150267789_150267355-150267478_150267956-150267991	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GABARAP:7241601-7241679_7241270-7241460_7242240-7242447	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ENSG00000274265:149177158-149177212_149175769-149176250_149250564-149251066	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RNF34:121402742-121402807_121400118-121400218_121416158-121416377	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
GREB1L:21434947-21435075_21403871-21403994_21439520-21439637	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CROCCP3:16484823-16484906_16484232-16484464_16485568-16485665	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ENSG00000258674:19527281-19527352_19526181-19526260_19527700-19527770	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PTPRN:219299700-219299786_219299304-219299384_219299984-219300259	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TBC1D14:7004844-7004924_7001144-7001251_7010652-7010777	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CTSB:11861406-11861479_11853328-11853479_11868000-11868114	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CLCC1:108962309-108962469_108950308-108950438_108963360-108963413	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PHLPP1:62838784-62838909_62830034-62830231_62860434-62860513	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ABCB4:87411893-87412033_87409235-87409392_87413616-87413717	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SCAMP3:155260537-155260659_155260329-155260450_155262085-155262227	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAMTA2:4982089-4982175_4981677-4981831_4982756-4982892	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAMTA2:4982089-4982227_4981677-4981831_4982756-4982892	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SCN1A:166126924-166127010_166073357-166073670_166127770-166128020	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ERBB4:211657950-211657994_211630461-211630594_211665322-211665354	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
WASHC3:102061248-102061346_102046053-102046119_102061911-102061974	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MYCBP2:77103209-77103310_77097369-77099013_77118339-77118519	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
STRN3:30913524-30913657_30912006-30912182_30935162-30935304	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MAN2C1:75362642-75362748_75362342-75362453_75364487-75364665	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CYC1:144095833-144096029_144095075-144095228_144096123-144096250	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAPN10:240596850-240596942_240596318-240596521_240597887-240598087	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
UROD:45013292-45013354_45013135-45013215_45013593-45013703	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MRPL55:228108955-228109021_228107666-228107869_228109148-228109299	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM53:44654940-44655209_44645359-44645464_44660173-44660295	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
DNAJC4:64231871-64231964_64230431-64230940_64233893-64234184	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CNN3-DT:94939829-94939925_94931871-94931985_94961316-94961433	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CNN3-DT:94961317-94961433_94931460-94931985_94962978-94963210	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ABHD11:73736929-73737110_73736093-73736691_73737561-73737735	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ABHD11:73736929-73737220_73736535-73736691_73737561-73737735	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SMDT1:42081925-42082065_42079699-42079954_42083118-42083353	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GPRASP1:102651687-102651733_102651482-102651595_102652174-102652265	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
DAD1:22567088-22567164_22564906-22565137_22575058-22575089	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MRPL43:100986687-100986975_100983754-100983817_100987089-100987196	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MRPL43:100986749-100986975_100983754-100983817_100987089-100987196	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FHL3:37999257-37999432_37998717-37999148_38005356-38005514	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ENSG00000268400:7630573-7630659_7629811-7629860_7630822-7630846	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
UBE2Q2P2:82408288-82408367_82404611-82404751_82414600-82414738	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAA38:7857015-7857198_7856684-7856843_7883234-7883335	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KXD1:18567132-18567178_18564868-18565021_18568401-18568495	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HDX:84488024-84488132_84475250-84475397_84502341-84502453	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ARSA:50627556-50627792_50627165-50627406_50627945-50628170	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CFAP410:44334061-44335804_44333032-44333262_44337648-44337667	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CFAP410:44335758-44335804_44333032-44333262_44337648-44337667	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
AGPAT3:43903957-43904019_43865222-43865345_43959633-43959859	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF331:53563763-53563792_53555844-53555908_53569303-53569385	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RAB4B-EGLN2:40783921-40784075_40778270-40778391_40786664-40786760	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS16:39433494-39433569_39433206-39433418_39433664-39433761	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS16:39433518-39433569_39433259-39433418_39433664-39433761	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ST3GAL3:43921512-43921638_43920781-43920928_43930131-43931151	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
POLM:44076509-44076629_44073782-44074530_44078755-44078811	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDK4:57751500-57751659_57751206-57751342_57752174-57752276	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDK4:57751500-57751696_57751206-57751342_57752174-57752349	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDK4:57751500-57751736_57751206-57751342_57752174-57752295	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDK4:57751500-57751752_57751206-57751342_57752174-57752322	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM176A:150804362-150804472_150803619-150803832_150804826-150804936	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM176A:150804362-150804485_150803619-150803832_150804826-150805113	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
POU6F1:51191596-51191764_51186935-51190592_51192329-51192471	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BCS1L:218660037-218660218_218659708-218659743_218660938-218661307	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
BCS1L:218660037-218660245_218659682-218659743_218660938-218661307	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
HNRNPUL1:41305832-41305867_41303971-41304261_41306448-41307029	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SGPL1:70816811-70816880_70815947-70816126_70844472-70844638	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NCK1-DT:136858518-136858603_136846527-136846586_136861746-136862033	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
IGSF3:116606492-116606551_116603623-116604025_116607941-116608331	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SOX2-OT:181715185-181715292_181610856-181610929_181739568-181739687	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SH3YL1:256207-256690_253004-253115_260084-261323	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TRIM46:155178809-155178846_155178491-155178613_155179631-155179934	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCNL2:1391297-1391575_1390765-1390865_1392678-1392716	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TNC:115115003-115115106_115090742-115091154_115117981-115118199	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SOX1-OT:112088046-112088260_112056844-112057025_112095474-112095631	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
GLMP:156293320-156293429_156292694-156293209_156294017-156294076	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GLMP:156293320-156293576_156292686-156293209_156294017-156294236	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SEC13:10319139-10319172_10318049-10318094_10321049-10321082	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
DNAJC4:64232704-64232865_64230431-64230940_64233893-64233980	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CAP1:40041429-40041493_40040731-40040801_40059333-40059458	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TPRA1:127575749-127575809_127575402-127575505_127575939-127576050	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PBRM1:52684856-52684914_52682091-52682233_52685748-52685794	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ACSBG1:78226455-78226605_78208054-78208102_78234370-78234602	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
