splicing_case	geneSymbol	PValue	FDR	IncLevelDifference	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
SE	RPTOR	3.92042148689e-6	8.68817239214e-5	0.269	80923489	80923673	NA	NA	NA	NA	NA	NA	80908810	80908929	80940495	80940601	NA	NA	NA	NA	NA	NA
SE	RPTOR	4.49902910296e-5	7.4700696921e-4	0.151	80925369	80925480	NA	NA	NA	NA	NA	NA	80908810	80908929	80940495	80940601	NA	NA	NA	NA	NA	NA
SE	GORAB	4.17916323769e-9	1.67284568083e-7	0.188	170533463	170536421	NA	NA	NA	NA	NA	NA	170532165	170532284	170539209	170539567	NA	NA	NA	NA	NA	NA
SE	GORAB	3.05567348091e-8	1.07076728404e-6	0.201	170536309	170536421	NA	NA	NA	NA	NA	NA	170532146	170532284	170539209	170539567	NA	NA	NA	NA	NA	NA
SE	GORAB	1.8722061812e-7	5.63771737066e-6	0.123	170536309	170536421	NA	NA	NA	NA	NA	NA	170533463	170533651	170539209	170539567	NA	NA	NA	NA	NA	NA
SE	ENSG00000274265	2.28210138078e-4	0.00305569953067	0.238	149180295	149180547	NA	NA	NA	NA	NA	NA	149177157	149177212	149250564	149251069	NA	NA	NA	NA	NA	NA
SE	ATP5MF	4.50930896495e-5	7.48491804903e-4	0.294	99458197	99458355	NA	NA	NA	NA	NA	NA	99448955	99449193	99466128	99466165	NA	NA	NA	NA	NA	NA
SE	TRIM2	1.99897711834e-4	0.00271903145659	0.256	153222242	153222759	NA	NA	NA	NA	NA	NA	153204445	153204560	153270334	153270519	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.177	146521543	146521701	NA	NA	NA	NA	NA	NA	146517005	146517167	146521832	146522053	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.582	146521543	146521701	NA	NA	NA	NA	NA	NA	146517005	146517167	146525604	146525647	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.582	146521543	146521705	NA	NA	NA	NA	NA	NA	146516902	146517167	146525604	146525647	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.358	146521543	146522053	NA	NA	NA	NA	NA	NA	146517005	146517167	146525604	146525647	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.454	146521832	146522053	NA	NA	NA	NA	NA	NA	146516902	146517167	146525604	146525647	NA	NA	NA	NA	NA	NA
SE	PLSCR1	0	0	0.127	146528613	146528831	NA	NA	NA	NA	NA	NA	146525604	146525647	146533469	146533550	NA	NA	NA	NA	NA	NA
SE	CMAHP	0.00338399044517	0.0299500542491	0.104	25084652	25084832	NA	NA	NA	NA	NA	NA	25084479	25084576	25086783	25086899	NA	NA	NA	NA	NA	NA
SE	CMAHP	3.30506792863e-4	0.00419014947595	0.326	25091895	25092012	NA	NA	NA	NA	NA	NA	25086616	25086899	25093513	25093688	NA	NA	NA	NA	NA	NA
SE	PIGG	2.4632498844e-5	4.41111634369e-4	0.374	507404	507593	NA	NA	NA	NA	NA	NA	500395	500601	515972	516185	NA	NA	NA	NA	NA	NA
SE	PDZD8	4.39680414969e-4	0.0053437016478	0.241	117285693	117285799	NA	NA	NA	NA	NA	NA	117285107	117285471	117290185	117290348	NA	NA	NA	NA	NA	NA
SE	ASAP1	5.91404702988e-12	3.5351350316e-10	0.107	130091972	130092143	NA	NA	NA	NA	NA	NA	130079901	130079971	130112093	130112322	NA	NA	NA	NA	NA	NA
SE	PPP2R2A	1.79932575506e-8	6.56401481122e-7	0.134	26358906	26359032	NA	NA	NA	NA	NA	NA	26354467	26354633	26360168	26360281	NA	NA	NA	NA	NA	NA
SE	PPP2R2A	7.23554882676e-10	3.26121099475e-8	0.26	26358911	26359032	NA	NA	NA	NA	NA	NA	26354467	26354633	26360168	26360281	NA	NA	NA	NA	NA	NA
SE	NUF2	9.769962616699999e-15	7.73028441416e-13	0.13	163322866	163323095	NA	NA	NA	NA	NA	NA	163321889	163322066	163326031	163326174	NA	NA	NA	NA	NA	NA
SE	MTMR14	6.78949135563e-4	0.00777005686073	0.211	9697710	9697866	NA	NA	NA	NA	NA	NA	9688943	9689082	9701789	9702216	NA	NA	NA	NA	NA	NA
SE	MTMR14	6.17679439485e-7	1.65918359802e-5	0.199	9697710	9697866	NA	NA	NA	NA	NA	NA	9689963	9690143	9701789	9702216	NA	NA	NA	NA	NA	NA
SE	WIPI2	1.7013057629400002e-12	1.08225279496e-10	0.129	5193117	5193171	NA	NA	NA	NA	NA	NA	5190232	5190493	5199575	5199658	NA	NA	NA	NA	NA	NA
SE	BRD9	7.18803032085e-6	1.47989092808e-4	0.169	868606	869119	NA	NA	NA	NA	NA	NA	865413	865581	869244	869404	NA	NA	NA	NA	NA	NA
SE	SEC22C	0.00557503798183	0.0456569144472	0.363	42579476	42579593	NA	NA	NA	NA	NA	NA	42568864	42569073	42582192	42582327	NA	NA	NA	NA	NA	NA
SE	PPOX	0.00166243064877	0.0165708754457	0.335	161168412	161168576	NA	NA	NA	NA	NA	NA	161167338	161167486	161168992	161169183	NA	NA	NA	NA	NA	NA
SE	PPOX	0.00155492945339	0.0156885646296	0.335	161168431	161168576	NA	NA	NA	NA	NA	NA	161167370	161167486	161168992	161169183	NA	NA	NA	NA	NA	NA
SE	MDM1	7.84499039788e-4	0.00877089354859	0.218	68316580	68316610	NA	NA	NA	NA	NA	NA	68316077	68316253	68321346	68321446	NA	NA	NA	NA	NA	NA
SE	ERBIN	1.28563826252e-13	9.23276293993e-12	0.201	66072168	66072291	NA	NA	NA	NA	NA	NA	66068876	66069020	66075023	66075230	NA	NA	NA	NA	NA	NA
SE	SUSD4	0.00570515339285	0.046501402789	0.174	223289122	223289277	NA	NA	NA	NA	NA	NA	223276649	223276860	223292438	223292651	NA	NA	NA	NA	NA	NA
SE	TBL2	0.00483039238061	0.0404613123254	0.25	73577972	73578267	NA	NA	NA	NA	NA	NA	73576540	73576701	73578419	73578599	NA	NA	NA	NA	NA	NA
SE	METTL27	0.00133837613382	0.0138244536919	0.207	73841069	73841198	NA	NA	NA	NA	NA	NA	73834589	73835002	73842489	73842516	NA	NA	NA	NA	NA	NA
SE	METTL27	5.0725251971e-6	1.08608691632e-4	0.368	73841069	73841198	NA	NA	NA	NA	NA	NA	73834914	73835080	73842489	73842516	NA	NA	NA	NA	NA	NA
SE	METTL27	0.0017133947086	0.0169902351206	0.25	73842017	73842144	NA	NA	NA	NA	NA	NA	73834589	73835002	73842489	73842516	NA	NA	NA	NA	NA	NA
SE	CSDE1	1.14425605614e-4	0.00168277635347	0.107	114730257	114730422	NA	NA	NA	NA	NA	NA	114726982	114727090	114732603	114732816	NA	NA	NA	NA	NA	NA
SE	TNIK	0	0	0.146	171128713	171128878	NA	NA	NA	NA	NA	NA	171125911	171126151	171138190	171138379	NA	NA	NA	NA	NA	NA
SE	LYRM9	0.00261354380182	0.0241467032933	0.185	27880120	27880183	NA	NA	NA	NA	NA	NA	27879050	27879490	27880273	27880366	NA	NA	NA	NA	NA	NA
SE	DNAJB14	0	0	0.129	99906037	99906153	NA	NA	NA	NA	NA	NA	99905596	99905706	99906516	99906597	NA	NA	NA	NA	NA	NA
SE	TRA2A	0	0	0.624	23522120	23522432	NA	NA	NA	NA	NA	NA	23521706	23521840	23531788	23531980	NA	NA	NA	NA	NA	NA
SE	TRA2A	1.15654348409e-6	2.91585908117e-5	0.235	23522131	23522432	NA	NA	NA	NA	NA	NA	23521706	23521840	23531180	23531270	NA	NA	NA	NA	NA	NA
SE	TRA2A	0	0	0.432	23522131	23522432	NA	NA	NA	NA	NA	NA	23521706	23521840	23531788	23532041	NA	NA	NA	NA	NA	NA
SE	TRA2A	0	0	0.212	23522353	23522432	NA	NA	NA	NA	NA	NA	23521706	23521840	23531788	23532023	NA	NA	NA	NA	NA	NA
SE	MINDY1	1.11022302463e-16	1.03496635816e-14	0.283	151002164	151002323	NA	NA	NA	NA	NA	NA	151001724	151001782	151006311	151006857	NA	NA	NA	NA	NA	NA
SE	MINDY1	1.11022302463e-16	1.03496635816e-14	0.297	151002164	151002400	NA	NA	NA	NA	NA	NA	151001724	151001782	151006311	151006485	NA	NA	NA	NA	NA	NA
SE	MINDY1	0	0	0.305	151002164	151002706	NA	NA	NA	NA	NA	NA	151001724	151001782	151006311	151006902	NA	NA	NA	NA	NA	NA
SE	MINDY1	0	0	0.272	151002164	151002968	NA	NA	NA	NA	NA	NA	151001724	151001782	151006311	151006797	NA	NA	NA	NA	NA	NA
SE	SETMAR	1.01347019366e-6	2.58231928566e-5	0.331	4312897	4313229	NA	NA	NA	NA	NA	NA	4303331	4303526	4313646	4313761	NA	NA	NA	NA	NA	NA
SE	SETMAR	0.00146814317758	0.0149445819501	0.167	4312897	4313229	NA	NA	NA	NA	NA	NA	4303331	4303526	4313666	4313761	NA	NA	NA	NA	NA	NA
SE	SETMAR	8.01734132833e-5	0.00123417230548	0.15	4312897	4313761	NA	NA	NA	NA	NA	NA	4303368	4303526	4316211	4317265	NA	NA	NA	NA	NA	NA
SE	USP40	0	0	0.128	233491031	233491071	NA	NA	NA	NA	NA	NA	233489364	233489483	233491166	233491261	NA	NA	NA	NA	NA	NA
SE	COL8A1	6.99975469824e-4	0.00796752273546	0.342	99691398	99691568	NA	NA	NA	NA	NA	NA	99638621	99638664	99744896	99745021	NA	NA	NA	NA	NA	NA
SE	COASY	0	0	0.114	42562295	42562487	NA	NA	NA	NA	NA	NA	42562150	42562219	42562611	42562919	NA	NA	NA	NA	NA	NA
SE	COASY	0	0	0.187	42562355	42562487	NA	NA	NA	NA	NA	NA	42562150	42562219	42562611	42563322	NA	NA	NA	NA	NA	NA
SE	TMCC1	1.11022302463e-16	1.03496635816e-14	0.889	129860939	129861012	NA	NA	NA	NA	NA	NA	129848345	129848412	129867009	129867100	NA	NA	NA	NA	NA	NA
SE	TMCC1	9.41656192789e-4	0.0102435761454	0.128	129860939	129861012	NA	NA	NA	NA	NA	NA	129857249	129857405	129880308	129880559	NA	NA	NA	NA	NA	NA
SE	TMCC1	0.00517921569153	0.0428826955782	0.216	129880308	129880562	NA	NA	NA	NA	NA	NA	129860939	129861012	129893493	129893606	NA	NA	NA	NA	NA	NA
SE	CYFIP1	5.94393601006e-9	2.33173486948e-7	0.294	22946708	22946840	NA	NA	NA	NA	NA	NA	22944861	22944939	22947002	22947092	NA	NA	NA	NA	NA	NA
SE	KRBA1	0.00408275259825	0.0350733353751	0.204	149719532	149719672	NA	NA	NA	NA	NA	NA	149714950	149715066	149720007	149720127	NA	NA	NA	NA	NA	NA
SE	RBMS1	8.9840479184e-4	0.00984123857506	0.236	160401967	160402102	NA	NA	NA	NA	NA	NA	160367215	160367391	160432367	160432477	NA	NA	NA	NA	NA	NA
SE	C1RL	1.30276267551e-9	5.65552564511e-8	0.108	7108250	7108479	NA	NA	NA	NA	NA	NA	7101604	7102087	7109109	7109197	NA	NA	NA	NA	NA	NA
SE	ABCD4	8.82581186912e-7	2.28363547736e-5	0.351	74299547	74299675	NA	NA	NA	NA	NA	NA	74290346	74290499	74300149	74300268	NA	NA	NA	NA	NA	NA
SE	DTYMK	1.44686700558e-5	2.74605497674e-4	0.187	241680228	241680319	NA	NA	NA	NA	NA	NA	241678451	241678649	241685768	241685877	NA	NA	NA	NA	NA	NA
SE	DTYMK	2.83734967141e-4	0.00368352077761	0.201	241681918	241682333	NA	NA	NA	NA	NA	NA	241678451	241678649	241685768	241685877	NA	NA	NA	NA	NA	NA
SE	RNF34	1.48189158755e-6	3.64719938999e-5	0.224	121402741	121402807	NA	NA	NA	NA	NA	NA	121400118	121400218	121416158	121416377	NA	NA	NA	NA	NA	NA
SE	RNF34	1.0368375883e-5	2.05057939496e-4	0.101	121404848	121405113	NA	NA	NA	NA	NA	NA	121402741	121402807	121416158	121416377	NA	NA	NA	NA	NA	NA
SE	RUSC1-AS1	4.65262780221e-4	0.00560051130102	0.357	155322242	155322437	NA	NA	NA	NA	NA	NA	155321624	155321695	155324077	155324168	NA	NA	NA	NA	NA	NA
SE	GBA	0.0029812321526	0.0269347781289	0.16	155241085	155241180	NA	NA	NA	NA	NA	NA	155238516	155238650	155244505	155244670	NA	NA	NA	NA	NA	NA
SE	GBA	0.0019972085419	0.0193046249799	0.16	155244094	155244230	NA	NA	NA	NA	NA	NA	155238563	155238650	155244505	155244606	NA	NA	NA	NA	NA	NA
SE	GBA	1.93316828609e-5	3.56389903083e-4	0.234	155244094	155244230	NA	NA	NA	NA	NA	NA	155240629	155240717	155244505	155244606	NA	NA	NA	NA	NA	NA
SE	GBA	4.45896215973e-6	9.69172868261e-5	0.148	155244094	155244233	NA	NA	NA	NA	NA	NA	155240629	155240717	155244505	155244636	NA	NA	NA	NA	NA	NA
SE	NFASC	1.95917897337e-4	0.00267138860893	0.303	204985909	204986114	NA	NA	NA	NA	NA	NA	204981797	204982020	204987424	204987540	NA	NA	NA	NA	NA	NA
SE	NFASC	8.04754086225e-6	1.63906608586e-4	0.18	204985909	204986114	NA	NA	NA	NA	NA	NA	204984026	204984142	204987417	204987540	NA	NA	NA	NA	NA	NA
SE	NFASC	4.56837341214e-4	0.00551986314321	0.273	204997169	204997406	NA	NA	NA	NA	NA	NA	204988632	204988806	205002595	205002748	NA	NA	NA	NA	NA	NA
SE	NFASC	1.19458302808e-4	0.00174737811916	0.405	205001169	205001286	NA	NA	NA	NA	NA	NA	204988632	204988806	205002595	205002748	NA	NA	NA	NA	NA	NA
SE	NFASC	2.39057353473e-5	4.29470831795e-4	0.573	205001169	205001286	NA	NA	NA	NA	NA	NA	204997169	204997406	205009556	205009688	NA	NA	NA	NA	NA	NA
SE	NFASC	7.105427357599999e-15	5.69446343257e-13	0.147	205002595	205002748	NA	NA	NA	NA	NA	NA	204988632	204988806	205009556	205009688	NA	NA	NA	NA	NA	NA
SE	GARS1	8.51017651422e-4	0.00940563526511	0.322	30608407	30608483	NA	NA	NA	NA	NA	NA	30606325	30606397	30609584	30609730	NA	NA	NA	NA	NA	NA
SE	GARS1	0.00600923257443	0.0485732199697	0.348	30613444	30613597	NA	NA	NA	NA	NA	NA	30612095	30612245	30615897	30616058	NA	NA	NA	NA	NA	NA
SE	IFRD1	0	0	0.163	112465614	112465838	NA	NA	NA	NA	NA	NA	112462269	112462378	112467980	112468115	NA	NA	NA	NA	NA	NA
SE	IFRD1	0	0	0.161	112465638	112465838	NA	NA	NA	NA	NA	NA	112462269	112462378	112467980	112468115	NA	NA	NA	NA	NA	NA
SE	FLAD1	2.32669164091e-6	5.44624857672e-5	0.153	154990158	154990257	NA	NA	NA	NA	NA	NA	154988056	154988849	154992712	154992786	NA	NA	NA	NA	NA	NA
SE	TMEM232	0.00468250414796	0.0394379358987	0.117	110642259	110642371	NA	NA	NA	NA	NA	NA	110640875	110640996	110667227	110667364	NA	NA	NA	NA	NA	NA
SE	TMEM232	2.02874405658e-5	3.71756707576e-4	0.231	110642259	110642371	NA	NA	NA	NA	NA	NA	110640875	110640996	110734902	110735015	NA	NA	NA	NA	NA	NA
SE	EFNA3	2.15866474749e-4	0.00290831486159	0.144	155086127	155086205	NA	NA	NA	NA	NA	NA	155085876	155085942	155086412	155086923	NA	NA	NA	NA	NA	NA
SE	BAG6	7.065008234e-8	2.30274019467e-6	0.11	31644306	31644414	NA	NA	NA	NA	NA	NA	31644081	31644194	31644524	31644602	NA	NA	NA	NA	NA	NA
SE	BAG6	0.00395464082325	0.0341816606446	0.127	31644306	31644414	NA	NA	NA	NA	NA	NA	31644081	31644194	31644945	31645198	NA	NA	NA	NA	NA	NA
SE	GLS	0	0	0.148	190913192	190913364	NA	NA	NA	NA	NA	NA	190910262	190910321	190921023	190921056	NA	NA	NA	NA	NA	NA
SE	ENO1	0	0	0.152	8875788	8876031	NA	NA	NA	NA	NA	NA	8874823	8874917	8878579	8878646	NA	NA	NA	NA	NA	NA
SE	GOLGA3	4.77797150733e-7	1.31272861838e-5	0.251	132824918	132825106	NA	NA	NA	NA	NA	NA	132821995	132822311	132828326	132828869	NA	NA	NA	NA	NA	NA
SE	GOLGA3	3.89266396894e-12	2.38543385495e-10	0.19	132827606	132827713	NA	NA	NA	NA	NA	NA	132821995	132822311	132828326	132828869	NA	NA	NA	NA	NA	NA
SE	GOLGA3	1.30933403009e-7	4.06071270567e-6	0.187	132827606	132827713	NA	NA	NA	NA	NA	NA	132821995	132822311	132828802	132828864	NA	NA	NA	NA	NA	NA
SE	GOLGA3	4.63134761497e-6	1.00255422975e-4	0.117	132827807	132827902	NA	NA	NA	NA	NA	NA	132821995	132822311	132828326	132828731	NA	NA	NA	NA	NA	NA
SE	RNF38	0.00280103583986	0.0255687869217	0.167	36390466	36390616	NA	NA	NA	NA	NA	NA	36369718	36369932	36401097	36401196	NA	NA	NA	NA	NA	NA
SE	RNF38	1.6364687383e-13	1.16180978739e-11	0.103	36390466	36390616	NA	NA	NA	NA	NA	NA	36375933	36376127	36401097	36401196	NA	NA	NA	NA	NA	NA
SE	RNF38	3.70405539574e-9	1.49712035398e-7	0.146	36390466	36390616	NA	NA	NA	NA	NA	NA	36375933	36376127	36424612	36424683	NA	NA	NA	NA	NA	NA
SE	GREB1L	5.99092702385e-5	9.5929376239e-4	0.158	21434946	21435075	NA	NA	NA	NA	NA	NA	21403871	21403994	21439520	21439637	NA	NA	NA	NA	NA	NA
SE	GREB1L	1.75612905029e-6	4.24103650434e-5	0.155	21449509	21449836	NA	NA	NA	NA	NA	NA	21444223	21444409	21451022	21451151	NA	NA	NA	NA	NA	NA
SE	PARD3	7.45025158915e-5	0.00115930885013	0.177	34284134	34284245	NA	NA	NA	NA	NA	NA	34131462	34131583	34317106	34317338	NA	NA	NA	NA	NA	NA
SE	TNFRSF10B	1.925329459e-4	0.00263132276489	0.135	23043137	23043243	NA	NA	NA	NA	NA	NA	23030758	23030872	23068750	23069021	NA	NA	NA	NA	NA	NA
SE	DNAH6	1.27874102428e-5	2.46668791071e-4	0.389	84528903	84529166	NA	NA	NA	NA	NA	NA	84525564	84525738	84548287	84548417	NA	NA	NA	NA	NA	NA
SE	PABIR3	0.00374358130554	0.0326277206622	0.241	134847882	134847971	NA	NA	NA	NA	NA	NA	134847382	134847475	134849166	134849228	NA	NA	NA	NA	NA	NA
SE	PABIR3	2.42578778225e-5	4.35168681802e-4	0.303	134847882	134847971	NA	NA	NA	NA	NA	NA	134847382	134847475	134852799	134852896	NA	NA	NA	NA	NA	NA
SE	PABIR3	8.52007853158e-8	2.73951600321e-6	0.658	134847882	134847971	NA	NA	NA	NA	NA	NA	134847382	134847475	134854090	134854591	NA	NA	NA	NA	NA	NA
SE	IGHMBP2	1.4432899320099999e-15	1.23539218271e-13	0.3	68929733	68930434	NA	NA	NA	NA	NA	NA	68929182	68929357	68933298	68933481	NA	NA	NA	NA	NA	NA
SE	IGHMBP2	9.82659819259e-4	0.0106174107995	0.113	68935330	68935422	NA	NA	NA	NA	NA	NA	68934463	68934558	68936236	68937091	NA	NA	NA	NA	NA	NA
SE	CRIM1	1.71624545475e-6	4.15817192963e-5	0.486	36442614	36442735	NA	NA	NA	NA	NA	NA	36355777	36356623	36476888	36477071	NA	NA	NA	NA	NA	NA
SE	NCOA1	4.63782149906e-4	0.00558809575133	0.267	24556014	24556055	NA	NA	NA	NA	NA	NA	24554388	24554573	24564294	24564430	NA	NA	NA	NA	NA	NA
SE	ADGRL3	2.95139108009e-6	6.73120378765e-5	0.34	61730621	61730636	NA	NA	NA	NA	NA	NA	61587226	61587440	61732753	61733554	NA	NA	NA	NA	NA	NA
SE	MUC1	0.0034307037084299998	0.030298821211	0.252	155188327	155188503	NA	NA	NA	NA	NA	NA	155188162	155188212	155192182	155192283	NA	NA	NA	NA	NA	NA
SE	TSC2	4.36698274209e-8	1.48835013949e-6	0.122	2077597	2077726	NA	NA	NA	NA	NA	NA	2076490	2076585	2079031	2079196	NA	NA	NA	NA	NA	NA
SE	FNDC3B	6.33582687593e-6	1.32243258986e-4	0.165	172247532	172247776	NA	NA	NA	NA	NA	NA	172133470	172133546	172285925	172285984	NA	NA	NA	NA	NA	NA
SE	ZNF346	9.66042578032e-6	1.92484714351e-4	0.108	177050702	177050936	NA	NA	NA	NA	NA	NA	177041777	177041870	177062057	177062151	NA	NA	NA	NA	NA	NA
SE	ZNF346	9.63544332011e-6	1.92123704128e-4	0.109	177050750	177050936	NA	NA	NA	NA	NA	NA	177041777	177041870	177062057	177062151	NA	NA	NA	NA	NA	NA
SE	UBE4B	0	0	0.563	10106196	10106583	NA	NA	NA	NA	NA	NA	10105515	10105744	10117458	10117600	NA	NA	NA	NA	NA	NA
SE	UBE4B	5.19522037612e-8	1.74251551255e-6	0.104	10107221	10107374	NA	NA	NA	NA	NA	NA	10105515	10105744	10117458	10117600	NA	NA	NA	NA	NA	NA
SE	UBE4B	4.04234882223e-5	6.80362795833e-4	0.51	10107221	10107374	NA	NA	NA	NA	NA	NA	10106196	10106583	10117458	10117600	NA	NA	NA	NA	NA	NA
SE	ZFYVE27	8.93630513675e-5	0.00135937471033	0.122	97743093	97743164	NA	NA	NA	NA	NA	NA	97738476	97738674	97748268	97748364	NA	NA	NA	NA	NA	NA
SE	VEZT	0.00244885562587	0.0228991419875	0.164	95242163	95242314	NA	NA	NA	NA	NA	NA	95218260	95218345	95251939	95252440	NA	NA	NA	NA	NA	NA
SE	TMOD4	3.45290462718e-5	5.93010813245e-4	0.522	151170919	151171063	NA	NA	NA	NA	NA	NA	151169985	151170103	151171632	151171763	NA	NA	NA	NA	NA	NA
SE	GUSB	2.58311527723e-8	9.16069063425e-7	0.151	65979833	65979911	NA	NA	NA	NA	NA	NA	65979398	65979541	65980223	65980409	NA	NA	NA	NA	NA	NA
SE	ZNF79	1.47056589128e-10	7.30124552647e-9	0.425	127428551	127428660	NA	NA	NA	NA	NA	NA	127424373	127424803	127428831	127428920	NA	NA	NA	NA	NA	NA
SE	ZNF79	4.94747389057e-7	1.35597118559e-5	0.528	127428551	127428660	NA	NA	NA	NA	NA	NA	127424373	127424910	127428831	127428920	NA	NA	NA	NA	NA	NA
SE	SLC26A9	9.05104565992e-5	0.00137477414332	0.26	205929203	205929356	NA	NA	NA	NA	NA	NA	205927901	205928049	205931859	205932035	NA	NA	NA	NA	NA	NA
SE	SLC26A9	4.80233158531e-5	7.89985662591e-4	0.133	205929891	205930056	NA	NA	NA	NA	NA	NA	205927901	205928049	205931859	205932035	NA	NA	NA	NA	NA	NA
SE	GSK3A	0.00524334737839	0.0433366699665	0.143	42235001	42235115	NA	NA	NA	NA	NA	NA	42234547	42234678	42236006	42236141	NA	NA	NA	NA	NA	NA
SE	CYLD	9.559020242020002e-12	5.56535802016e-10	0.234	50744729	50744866	NA	NA	NA	NA	NA	NA	50742761	50742841	50749575	50749798	NA	NA	NA	NA	NA	NA
SE	ZNF782	5.08505312972e-4	0.00605528040151	0.28	96852852	96853069	NA	NA	NA	NA	NA	NA	96827079	96827181	96854087	96854514	NA	NA	NA	NA	NA	NA
SE	ZNF782	1.58868727318e-4	0.002232557279	0.162	96860240	96860414	NA	NA	NA	NA	NA	NA	96827079	96827181	96861527	96861603	NA	NA	NA	NA	NA	NA
SE	EIF4A2	0	0	0.451	186788309	186788416	NA	NA	NA	NA	NA	NA	186787802	186787882	186789124	186789881	NA	NA	NA	NA	NA	NA
SE	EIF4A2	0	0	0.459	186788309	186788420	NA	NA	NA	NA	NA	NA	186787802	186787882	186789124	186789291	NA	NA	NA	NA	NA	NA
SE	USP54	1.78726475841e-8	6.52430306772e-7	0.289	73534599	73534770	NA	NA	NA	NA	NA	NA	73530142	73530523	73536268	73536437	NA	NA	NA	NA	NA	NA
SE	USP54	5.28142418688e-10	2.43936869034e-8	0.227	73534599	73534770	NA	NA	NA	NA	NA	NA	73530703	73530835	73536268	73536437	NA	NA	NA	NA	NA	NA
SE	USP54	0.00483293882592	0.0404765857279	0.254	73575797	73576361	NA	NA	NA	NA	NA	NA	73575511	73575675	73625936	73626010	NA	NA	NA	NA	NA	NA
SE	LINC-PINT	7.33165141931e-6	1.5064128487e-4	0.219	131049537	131049702	NA	NA	NA	NA	NA	NA	131002196	131002320	131052424	131052550	NA	NA	NA	NA	NA	NA
SE	PRUNE1	1.78731562435e-4	0.00246838867294	0.14	151018466	151018669	NA	NA	NA	NA	NA	NA	151017811	151017904	151027232	151027327	NA	NA	NA	NA	NA	NA
SE	PRUNE1	1.28916544107e-10	6.46656243803e-9	0.349	151024610	151024795	NA	NA	NA	NA	NA	NA	151017811	151017904	151027232	151027327	NA	NA	NA	NA	NA	NA
SE	PRUNE1	7.08144435602e-6	1.46117108119e-4	0.217	151025514	151025673	NA	NA	NA	NA	NA	NA	151008477	151008671	151033805	151033837	NA	NA	NA	NA	NA	NA
SE	PRUNE1	9.35846557804e-7	2.40699390685e-5	0.314	151031371	151031464	NA	NA	NA	NA	NA	NA	151025514	151025673	151033805	151035681	NA	NA	NA	NA	NA	NA
SE	SUV39H2	0.00273639878137	0.0250912752796	0.114	14881499	14881645	NA	NA	NA	NA	NA	NA	14878862	14878919	14896845	14896977	NA	NA	NA	NA	NA	NA
SE	FBXO44	1.88531897685e-4	0.00258516138799	0.425	11655327	11655699	NA	NA	NA	NA	NA	NA	11654856	11654952	11655805	11656100	NA	NA	NA	NA	NA	NA
SE	LIME1	0.00616420214702	0.0495753112692	0.121	63737972	63738060	NA	NA	NA	NA	NA	NA	63737820	63737902	63738182	63738234	NA	NA	NA	NA	NA	NA
SE	LIME1	0.00522713985841	0.0432239987377	0.158	63738007	63738060	NA	NA	NA	NA	NA	NA	63737820	63737902	63738182	63738344	NA	NA	NA	NA	NA	NA
SE	LEPROT	3.83621645561e-9	1.54774399335e-7	0.105	65429861	65430048	NA	NA	NA	NA	NA	NA	65425302	65425378	65431802	65436007	NA	NA	NA	NA	NA	NA
SE	LEPROT	4.42498526709e-9	1.76556281368e-7	0.312	65429930	65430048	NA	NA	NA	NA	NA	NA	65425302	65425378	65431802	65431920	NA	NA	NA	NA	NA	NA
SE	ZC3HC1	0.0026870749108	0.0247017813659	0.153	130045315	130045488	NA	NA	NA	NA	NA	NA	130039506	130039547	130051220	130051377	NA	NA	NA	NA	NA	NA
SE	EHBP1	4.26979507306e-9	1.70790277451e-7	0.257	62987930	62988038	NA	NA	NA	NA	NA	NA	62979187	62979335	62990715	62990840	NA	NA	NA	NA	NA	NA
SE	SYNGAP1	0.00138533130816	0.0142267756311	0.101	33448788	33448868	NA	NA	NA	NA	NA	NA	33447842	33447933	33451759	33452395	NA	NA	NA	NA	NA	NA
SE	C6orf52	8.33282057006e-4	0.00924612743512	0.192	10672546	10672636	NA	NA	NA	NA	NA	NA	10671421	10671598	10683186	10683232	NA	NA	NA	NA	NA	NA
SE	C6orf52	2.50922397288e-5	4.48197521984e-4	0.19	10684848	10684923	NA	NA	NA	NA	NA	NA	10683186	10683232	10686965	10687164	NA	NA	NA	NA	NA	NA
SE	LRPPRC	0	0	0.136	43957725	43957957	NA	NA	NA	NA	NA	NA	43957384	43957451	43960540	43960634	NA	NA	NA	NA	NA	NA
SE	TPCN2	0.0016519983368	0.0164815613785	0.211	69055174	69055352	NA	NA	NA	NA	NA	NA	69054032	69054097	69062883	69062990	NA	NA	NA	NA	NA	NA
SE	FAM13A	7.06917991265e-4	0.00802905417074	0.162	88790585	88790627	NA	NA	NA	NA	NA	NA	88787752	88787932	88822975	88823231	NA	NA	NA	NA	NA	NA
SE	FAM13A	1.27360394775e-6	3.18355490927e-5	0.11	88906378	88906462	NA	NA	NA	NA	NA	NA	88851019	88851183	88938087	88938241	NA	NA	NA	NA	NA	NA
