Parent=ENST00000000233.10	gene_name=ARF5
Parent=ENST00000480796.6	gene_name=ASB11
Parent=ENST00000480798.2	gene_name=CST7
Parent=ENST00000480820.5	gene_name=RSRC1
Parent=ENST00000480824.7	gene_name=C6orf89
Parent=ENST00000480861.5	gene_name=IMPDH1
Parent=ENST00000480873.1	gene_name=COBLL1
Parent=ENST00000480876.3	gene_name=DDX31
Parent=ENST00000480887.5	gene_name=RSF1
Parent=ENST00000480908.1	gene_name=RNF7
Parent=ENST00000480918.5	gene_name=FXR1
Parent=ENST00000480945.6	gene_name=DDI2
Parent=ENST00000480951.1	gene_name=BOD1
Parent=ENST00000480975.5	gene_name=GNAS
Parent=ENST00000480977.2	gene_name=LGR4
Parent=ENST00000481039.6	gene_name=GNAS
Parent=ENST00000481065.5	gene_name=TIGIT
Parent=ENST00000481070.1	gene_name=KCNMA1
Parent=ENST00000481100.5	gene_name=DOCK5
Parent=ENST00000481105.5	gene_name=STK26
Parent=ENST00000481110.7	gene_name=FGFR3
Parent=ENST00000481124.5	gene_name=TSPAN14
Parent=ENST00000481138.6	gene_name=ZNF782
Parent=ENST00000481195.6	gene_name=PPP2CA
Parent=ENST00000481229.2	gene_name=PNISR
Parent=ENST00000481232.2	gene_name=GPRC5C
Parent=ENST00000481238.1	gene_name=TMED4
Parent=ENST00000481240.5	gene_name=TMEM14B
Parent=ENST00000481247.6	gene_name=BTBD9
Parent=ENST00000481261.6	gene_name=RPS6KA2
Parent=ENST00000481272.6	gene_name=FSD1L
Parent=ENST00000481273.5	gene_name=PTK7
Parent=ENST00000481275.5	gene_name=PFN2
Parent=ENST00000481323.1	gene_name=SNX5
Parent=ENST00000481345.1	gene_name=RAMP3
Parent=ENST00000481448.5	gene_name=RCAN1
Parent=ENST00000481450.2	gene_name=PSORS1C1
Parent=ENST00000481479.5	gene_name=TSACC
Parent=ENST00000481490.3	gene_name=FSBP
Parent=ENST00000481498.1	gene_name=GKN2
Parent=ENST00000481503.5	gene_name=ZC3HC1
Parent=ENST00000481508.1	gene_name=SSBP1
Parent=ENST00000481513.5	gene_name=ADAM9
Parent=ENST00000481533.5	gene_name=SMIM29
Parent=ENST00000481541.1	gene_name=GGCX
Parent=ENST00000481550.6	gene_name=ZNF169
Parent=ENST00000481551.5	gene_name=RBM48
Parent=ENST00000481563.6	gene_name=PAX6
Parent=ENST00000481617.6	gene_name=TBC1D8B
Parent=ENST00000481629.1	gene_name=RPL29
Parent=ENST00000481632.5	gene_name=ZBTB20
Parent=ENST00000481639.1	gene_name=PHC3
Parent=ENST00000481642.6	gene_name=MTMR2
Parent=ENST00000481646.5	gene_name=ARMC8
Parent=ENST00000481647.5	gene_name=JPT1
Parent=ENST00000481655.2	gene_name=CTCFL
Parent=ENST00000481685.1	gene_name=LIN9
Parent=ENST00000481687.1	gene_name=CD81
Parent=ENST00000481739.2	gene_name=RXRA
Parent=ENST00000481752.6	gene_name=NCK1
Parent=ENST00000481767.5	gene_name=PFN2
Parent=ENST00000481785.1	gene_name=COL8A2
Parent=ENST00000481799.6	gene_name=GGTA1
Parent=ENST00000481834.5	gene_name=CEP70
Parent=ENST00000481848.6	gene_name=ENSG00000255330
Parent=ENST00000481878.1	gene_name=VAMP2
Parent=ENST00000481882.7	gene_name=KNCN
Parent=ENST00000481889.6	gene_name=NR1H3
Parent=ENST00000481909.2	gene_name=C10orf88
Parent=ENST00000481924.2	gene_name=B4GALT2
Parent=ENST00000481953.5	gene_name=PHLDB2
Parent=ENST00000481965.6	gene_name=SEC22A
Parent=ENST00000481970.2	gene_name=ACAD11
Parent=ENST00000481972.5	gene_name=HTD2
Parent=ENST00000481987.5	gene_name=CEP170
Parent=ENST00000482011.2	gene_name=PLA2G2A
Parent=ENST00000482016.6	gene_name=CGGBP1
Parent=ENST00000482026.6	gene_name=UGT1A3
Parent=ENST00000482062.1	gene_name=LHX6
Parent=ENST00000482067.3	gene_name=UMAD1
Parent=ENST00000482086.5	gene_name=PCCB
Parent=ENST00000482090.1	gene_name=ZNF700
Parent=ENST00000482102.2	gene_name=FPGT
Parent=ENST00000482108.1	gene_name=PEG10
Parent=ENST00000482112.6	gene_name=GNAS
Parent=ENST00000482126.1	gene_name=IQCJ
Parent=ENST00000482148.6	gene_name=PIGA
Parent=ENST00000482160.5	gene_name=CHRDL1
Parent=ENST00000482173.6	gene_name=CHPF2
Parent=ENST00000482202.5	gene_name=TMUB1
Parent=ENST00000482218.2	gene_name=CLCN5
Parent=ENST00000482235.2	gene_name=ANTXR1
Parent=ENST00000482240.5	gene_name=PABIR3
Parent=ENST00000482246.5	gene_name=KRTCAP2
Parent=ENST00000482320.5	gene_name=TNPO3
Parent=ENST00000482340.5	gene_name=EHMT1
Parent=ENST00000482347.1	gene_name=NTMT1
Parent=ENST00000482348.5	gene_name=JPT1
Parent=ENST00000482349.5	gene_name=ACTR8
Parent=ENST00000482352.1	gene_name=MRPL20
Parent=ENST00000482354.5	gene_name=MOSPD2
Parent=ENST00000482387.7	gene_name=CFAP20DC
Parent=ENST00000482399.5	gene_name=VPS52
Parent=ENST00000482405.7	gene_name=CD99
Parent=ENST00000482405.7_PAR_Y	gene_name=CD99
Parent=ENST00000482457.4	gene_name=ZNF80
Parent=ENST00000482491.5	gene_name=NVL
Parent=ENST00000482493.1	gene_name=DENND11
Parent=ENST00000482504.1	gene_name=SH3GLB1
Parent=ENST00000482510.5	gene_name=PSMD6
Parent=ENST00000482515.5	gene_name=OARD1
Parent=ENST00000482533.5	gene_name=RCAN1
Parent=ENST00000482536.5	gene_name=BTN2A2
Parent=ENST00000482541.2	gene_name=CCNC
Parent=ENST00000482567.5	gene_name=PLSCR5
Parent=ENST00000482571.2	gene_name=FASTK
Parent=ENST00000482578.3	gene_name=TRIM2
Parent=ENST00000482587.5	gene_name=TOR1AIP2
Parent=ENST00000482593.5	gene_name=ADH7
Parent=ENST00000482627.1	gene_name=TLE6
Parent=ENST00000482628.5	gene_name=MLF1
Parent=ENST00000482630.7	gene_name=VEGFA
Parent=ENST00000482666.5	gene_name=GIGYF2
Parent=ENST00000482669.1	gene_name=RARRES2
Parent=ENST00000482680.1	gene_name=REPIN1
Parent=ENST00000482695.5	gene_name=LMLN
Parent=ENST00000482740.2	gene_name=SERPINA3
Parent=ENST00000482742.5	gene_name=ALG13
Parent=ENST00000482796.1	gene_name=ENSG00000251184
Parent=ENST00000482804.1	gene_name=SCHIP1
Parent=ENST00000482822.3	gene_name=RSRC1
Parent=ENST00000482824.2	gene_name=BTD
Parent=ENST00000482871.6	gene_name=MSL3
Parent=ENST00000482890.6	gene_name=TFAP2A
Parent=ENST00000482911.2	gene_name=SLC24A5
Parent=ENST00000482918.5	gene_name=IAH1
Parent=ENST00000482954.5	gene_name=NDUFB2
Parent=ENST00000482975.6	gene_name=SNRPG
Parent=ENST00000482982.2	gene_name=PHACTR1
Parent=ENST00000483013.5	gene_name=MOG
Parent=ENST00000483017.7	gene_name=CRIP2
Parent=ENST00000483029.2	gene_name=CYREN
Parent=ENST00000483039.5	gene_name=TNFSF13
Parent=ENST00000483063.2	gene_name=POLE4
Parent=ENST00000483089.5	gene_name=ZNF789
Parent=ENST00000483095.6	gene_name=RGS8
Parent=ENST00000483164.5	gene_name=GIGYF2
Parent=ENST00000483173.5	gene_name=BRD9
Parent=ENST00000483177.5	gene_name=LEKR1
Parent=ENST00000483206.2	gene_name=URM1
Parent=ENST00000483209.5	gene_name=B4GALT4
Parent=ENST00000483233.5	gene_name=ABHD14B
Parent=ENST00000483238.5	gene_name=NOBOX
Parent=ENST00000483239.6	gene_name=TTC12
Parent=ENST00000483251.1	gene_name=ATP6V1G2
Parent=ENST00000483260.5	gene_name=LAMTOR5
Parent=ENST00000483267.5	gene_name=GYG1
Parent=ENST00000483273.2	gene_name=UQCRHL
Parent=ENST00000483320.5	gene_name=TEDC2
Parent=ENST00000483338.1	gene_name=COL4A5
Parent=ENST00000483366.5	gene_name=MUC3A
Parent=ENST00000483391.5	gene_name=CHIA
Parent=ENST00000483399.6	gene_name=GSTM1
Parent=ENST00000483405.5	gene_name=ASPHD1
Parent=ENST00000483437.2	gene_name=KPNA4
Parent=ENST00000483439.1	gene_name=CCN6
Parent=ENST00000483457.1	gene_name=EEFSEC
Parent=ENST00000483465.5	gene_name=IFT80
Parent=ENST00000483466.5	gene_name=MAGI1
Parent=ENST00000483497.6	gene_name=NUP214
Parent=ENST00000483530.6	gene_name=RAB3IP
Parent=ENST00000483681.5	gene_name=DNASE1L3
Parent=ENST00000483687.5	gene_name=PCCB
Parent=ENST00000483720.7	gene_name=GPRASP2
Parent=ENST00000483722.2	gene_name=TREML2
Parent=ENST00000483725.8	gene_name=KIAA0408
Parent=ENST00000483733.1	gene_name=RABL3
Parent=ENST00000483743.6	gene_name=COBLL1
Parent=ENST00000483744.6	gene_name=RGR
Parent=ENST00000483754.1	gene_name=ENSG00000248710
Parent=ENST00000483760.1	gene_name=MORC1
Parent=ENST00000483793.5	gene_name=PARP15
Parent=ENST00000483798.6	gene_name=DNAJC12
Parent=ENST00000483851.7	gene_name=SHOX2
Parent=ENST00000483858.5	gene_name=RBM4
Parent=ENST00000483873.6	gene_name=GTF3C4
Parent=ENST00000483888.6	gene_name=COL12A1
Parent=ENST00000483892.5	gene_name=ZNF398
Parent=ENST00000483906.5	gene_name=RAB7A
Parent=ENST00000483909.5	gene_name=PALM2AKAP2
Parent=ENST00000483910.6	gene_name=ST3GAL6
Parent=ENST00000483919.5	gene_name=ZNF527
Parent=ENST00000483943.6	gene_name=RBP1
Parent=ENST00000483967.5	gene_name=EZH2
Parent=ENST00000483970.6	gene_name=HAX1
Parent=ENST00000483994.1	gene_name=ATP5PB
Parent=ENST00000484034.1	gene_name=BOC
Parent=ENST00000484036.1	gene_name=BTF3L4
Parent=ENST00000484146.6	gene_name=SRSF10
Parent=ENST00000484157.5	gene_name=SLC50A1
Parent=ENST00000484178.5	gene_name=SSBP1
Parent=ENST00000484193.5	gene_name=GCSAM
Parent=ENST00000484197.5	gene_name=GYG1
Parent=ENST00000484210.1	gene_name=HIVEP1
Parent=ENST00000484212.5	gene_name=TFEC
Parent=ENST00000484218.6	gene_name=KRTDAP
Parent=ENST00000484243.1	gene_name=LEPROT
Parent=ENST00000484259.3	gene_name=FXN
Parent=ENST00000484262.1	gene_name=WIPI2
Parent=ENST00000484274.1	gene_name=MAP4K3
Parent=ENST00000484283.5	gene_name=CREM
Parent=ENST00000484288.5	gene_name=PXK
Parent=ENST00000484298.5	gene_name=ALMS1
Parent=ENST00000484302.3	gene_name=HOXB6
Parent=ENST00000484310.6	gene_name=DRAM2
Parent=ENST00000484324.1	gene_name=CPA1
Parent=ENST00000484329.1	gene_name=ROPN1
Parent=ENST00000484332.1	gene_name=ATXN7
Parent=ENST00000484350.5	gene_name=FOXP1
Parent=ENST00000484399.5	gene_name=ZIC4
Parent=ENST00000484445.5	gene_name=ZFP69B
Parent=ENST00000484457.6	gene_name=FBXL2
Parent=ENST00000484491.5	gene_name=ZNF148
Parent=ENST00000484504.5	gene_name=GNAS
Parent=ENST00000484517.2	gene_name=GNG4
Parent=ENST00000484524.5	gene_name=NOS3
Parent=ENST00000484532.6	gene_name=ENSG00000285629
Parent=ENST00000484558.3	gene_name=CHCHD10
Parent=ENST00000484633.5	gene_name=PCBP4
Parent=ENST00000484663.5	gene_name=MAPK3
Parent=ENST00000484667.2	gene_name=HES4
Parent=ENST00000484674.5	gene_name=FRMD5
Parent=ENST00000484731.3	gene_name=PLEKHG3
Parent=ENST00000484743.5	gene_name=GTF2A2
Parent=ENST00000484747.5	gene_name=ZNF467
Parent=ENST00000484758.6	gene_name=SUSD4
Parent=ENST00000484764.5	gene_name=SPAG8
Parent=ENST00000484786.5	gene_name=TRAK1
Parent=ENST00000484793.5	gene_name=MACF1
Parent=ENST00000484800.6	gene_name=MCM10
Parent=ENST00000484810.5	gene_name=COX17
Parent=ENST00000484818.6	gene_name=MTMR2
Parent=ENST00000484864.1	gene_name=AQP10
Parent=ENST00000484866.5	gene_name=ZNF639
Parent=ENST00000484868.2	gene_name=ST3GAL3
Parent=ENST00000484875.5	gene_name=SULF2
Parent=ENST00000484888.5	gene_name=CEP70
Parent=ENST00000484897.4	gene_name=RPSAP58
Parent=ENST00000484928.5	gene_name=TMEM176A
Parent=ENST00000484930.5	gene_name=NME9
Parent=ENST00000484952.6	gene_name=ALAS1
Parent=ENST00000484955.5	gene_name=MLF1
Parent=ENST00000484973.5	gene_name=FSD1L
Parent=ENST00000484980.5	gene_name=UNC119
Parent=ENST00000485033.6	gene_name=KRBA1
Parent=ENST00000485050.5	gene_name=QTRT2
Parent=ENST00000485064.1	gene_name=NDUFB4
Parent=ENST00000485070.5	gene_name=FAM71F1
Parent=ENST00000485079.1	gene_name=ENSG00000258465
Parent=ENST00000485100.5	gene_name=DLG4
Parent=ENST00000485122.6	gene_name=EXOSC1
Parent=ENST00000485128.5	gene_name=ALKBH6
Parent=ENST00000485199.5	gene_name=PEX5L
Parent=ENST00000485222.2	gene_name=ZSCAN2
Parent=ENST00000485230.5	gene_name=BOC
Parent=ENST00000485254.3	gene_name=DNM3
Parent=ENST00000485275.2	gene_name=LRIF1
Parent=ENST00000485280.1	gene_name=RAB7A
Parent=ENST00000485287.5	gene_name=MAGED4B
Parent=ENST00000485303.6	gene_name=NECTIN3
Parent=ENST00000485317.6	gene_name=KCNA2
Parent=ENST00000485348.3	gene_name=MYT1L
Parent=ENST00000485358.5	gene_name=TXNRD2
Parent=ENST00000485372.1	gene_name=RANBP6
Parent=ENST00000485377.5	gene_name=IQSEC2
Parent=ENST00000485386.1	gene_name=ST20
Parent=ENST00000485396.5	gene_name=ARMC8
Parent=ENST00000485403.6	gene_name=ERCC2
Parent=ENST00000485419.7	gene_name=IQCJ-SCHIP1
Parent=ENST00000485435.6	gene_name=SURF4
Parent=ENST00000485460.5	gene_name=PDHB
Parent=ENST00000485477.5	gene_name=CPA5
Parent=ENST00000485491.6	gene_name=ADAM8
Parent=ENST00000485509.5	gene_name=MBNL1
Parent=ENST00000485511.6	gene_name=PPP2R5D
Parent=ENST00000485523.5	gene_name=KCNMB3
Parent=ENST00000485568.5	gene_name=KAT6A
Parent=ENST00000485595.5	gene_name=PHF20L1
Parent=ENST00000485614.5	gene_name=EFCAB10
Parent=ENST00000485637.5	gene_name=ANKRD6
Parent=ENST00000485649.3	gene_name=SLC19A1
Parent=ENST00000485673.6	gene_name=GNAS
Parent=ENST00000485713.5	gene_name=SLC4A2
Parent=ENST00000485727.5	gene_name=CCDC14
Parent=ENST00000485743.1	gene_name=HBB
Parent=ENST00000485766.1	gene_name=PCOLCE2
Parent=ENST00000485769.5	gene_name=PBX1
Parent=ENST00000485816.5	gene_name=ITIH4
Parent=ENST00000485839.6	gene_name=TMEM9
Parent=ENST00000485846.5	gene_name=HBP1
Parent=ENST00000485866.5	gene_name=ZNF148
Parent=ENST00000485876.6	gene_name=NDUFA3
Parent=ENST00000485895.6	gene_name=LCA5L
Parent=ENST00000485903.6	gene_name=NFIA
Parent=ENST00000485908.6	gene_name=WDR45
Parent=ENST00000485910.5	gene_name=MBNL1
Parent=ENST00000485914.2	gene_name=SGK2
Parent=ENST00000485923.1	gene_name=SELENOT
Parent=ENST00000485938.4	gene_name=CLN5
Parent=ENST00000485960.7	gene_name=TBC1D15
Parent=ENST00000485972.6	gene_name=CDK5
Parent=ENST00000486000.2	gene_name=SLC2A10
Parent=ENST00000486039.1	gene_name=SNX5
Parent=ENST00000486111.5	gene_name=TFDP2
Parent=ENST00000486149.2	gene_name=MUC21
Parent=ENST00000486160.3	gene_name=DNM1
Parent=ENST00000486161.5	gene_name=PTPRD
Parent=ENST00000486171.5	gene_name=PRSS1
Parent=ENST00000486180.5	gene_name=EFCAB10
Parent=ENST00000486207.5	gene_name=CALCA
Parent=ENST00000486215.1	gene_name=ODF2L
Parent=ENST00000486220.5	gene_name=RABGAP1L
Parent=ENST00000486257.5	gene_name=TIGIT
Parent=ENST00000486280.1	gene_name=BET1L
Parent=ENST00000486284.5	gene_name=GRM7
Parent=ENST00000486333.2	gene_name=CTAGE4
Parent=ENST00000486347.5	gene_name=PABIR2
Parent=ENST00000486349.2	gene_name=ANK3
Parent=ENST00000486355.1	gene_name=DNAJC19
Parent=ENST00000486389.5	gene_name=ALKBH6
Parent=ENST00000486402.1	gene_name=CASK
Parent=ENST00000486405.2	gene_name=EMC1
Parent=ENST00000486442.6	gene_name=KLHL29
Parent=ENST00000486443.5	gene_name=OARD1
Parent=ENST00000486446.3	gene_name=PUDP
Parent=ENST00000486455.5	gene_name=DNASE1L3
Parent=ENST00000486460.1	gene_name=TAGLN3
Parent=ENST00000486479.3	gene_name=SUPT20HL2
Parent=ENST00000486483.5	gene_name=TIPARP
Parent=ENST00000486556.1	gene_name=TRADD
Parent=ENST00000486562.2	gene_name=ARL13B
Parent=ENST00000486577.6	gene_name=KCNT1
Parent=ENST00000486603.2	gene_name=DLX5
Parent=ENST00000486604.1	gene_name=CUL4B
Parent=ENST00000486637.2	gene_name=C1orf109
Parent=ENST00000486645.5	gene_name=CMC2
Parent=ENST00000486655.5	gene_name=ZSWIM7
Parent=ENST00000486659.5	gene_name=MUSTN1
Parent=ENST00000486685.3	gene_name=TSPAN33
Parent=ENST00000486700.2	gene_name=GPR17
Parent=ENST00000486713.1	gene_name=LTC4S
Parent=ENST00000486715.6	gene_name=GFM1
Parent=ENST00000486728.5	gene_name=TNFRSF18
Parent=ENST00000486742.2	gene_name=LILRA5
Parent=ENST00000486759.6	gene_name=CABYR
Parent=ENST00000486770.7	gene_name=ABI3BP
Parent=ENST00000486777.7	gene_name=RAB11FIP5
Parent=ENST00000486811.5	gene_name=FEZF2
Parent=ENST00000486814.2	gene_name=GPRASP2
Parent=ENST00000486858.5	gene_name=RAB6B
Parent=ENST00000486909.1	gene_name=HYI
Parent=ENST00000486911.2	gene_name=C9orf85
Parent=ENST00000486942.5	gene_name=OSBPL9
Parent=ENST00000486971.1	gene_name=C3orf38
Parent=ENST00000486975.1	gene_name=ENSG00000285218
Parent=ENST00000486979.6	gene_name=ALCAM
Parent=ENST00000486996.5	gene_name=DUSP15
Parent=ENST00000487026.5	gene_name=LIME1
Parent=ENST00000487038.5	gene_name=PDPN
Parent=ENST00000487046.1	gene_name=HSPB7
Parent=ENST00000487081.1	gene_name=KRBOX4
Parent=ENST00000487082.5	gene_name=PRKRA
Parent=ENST00000487087.5	gene_name=FILIP1L
Parent=ENST00000487099.7	gene_name=NR6A1
Parent=ENST00000487113.1	gene_name=C21orf62
Parent=ENST00000487137.7	gene_name=CDH24
Parent=ENST00000487146.8	gene_name=RBM15
Parent=ENST00000487150.2	gene_name=LIMS3
Parent=ENST00000487153.1	gene_name=SERP1
Parent=ENST00000487159.5	gene_name=TRAK1
Parent=ENST00000487179.2	gene_name=CTAGE8
Parent=ENST00000487200.5	gene_name=CLASP2
Parent=ENST00000487220.1	gene_name=CHAC1
Parent=ENST00000487256.1	gene_name=CDHR4
Parent=ENST00000487257.1	gene_name=PDE12
Parent=ENST00000487270.5	gene_name=RAD51B
Parent=ENST00000487273.7	gene_name=ADAM9
Parent=ENST00000487276.5	gene_name=ESRRG
Parent=ENST00000487285.5	gene_name=L3HYPDH
Parent=ENST00000487289.1	gene_name=AK2
Parent=ENST00000487338.6	gene_name=ZNF695
Parent=ENST00000487349.6	gene_name=ASB14
Parent=ENST00000487361.5	gene_name=CCDC136
Parent=ENST00000487372.5	gene_name=SLC9C1
Parent=ENST00000487389.5	gene_name=PLSCR1
Parent=ENST00000487393.1	gene_name=CTLA4
Parent=ENST00000487416.7	gene_name=SMIM7
Parent=ENST00000487418.8	gene_name=IVD
Parent=ENST00000487429.1	gene_name=MRPL2
Parent=ENST00000487430.7	gene_name=S100A2
Parent=ENST00000487437.5	gene_name=HES2
Parent=ENST00000487476.5	gene_name=NF1
Parent=ENST00000487505.6	gene_name=TFG
Parent=ENST00000487519.6	gene_name=TFAM
Parent=ENST00000487522.5	gene_name=EIF5A2
Parent=ENST00000487562.5	gene_name=ACP6
Parent=ENST00000487577.5	gene_name=TYMP
Parent=ENST00000487599.1	gene_name=ACTR1A
Parent=ENST00000487664.5	gene_name=KCNT1
Parent=ENST00000487694.7	gene_name=ROBO2
Parent=ENST00000487698.5	gene_name=SF3B1
Parent=ENST00000487717.5	gene_name=ATXN7
Parent=ENST00000487761.5	gene_name=GPSM3
Parent=ENST00000487763.5	gene_name=CREM
Parent=ENST00000487798.5	gene_name=CYLC2
Parent=ENST00000487799.5	gene_name=EIF2A
Parent=ENST00000487832.6	gene_name=RWDD1
Parent=ENST00000487848.5	gene_name=GATA2
Parent=ENST00000487861.5	gene_name=RAD51B
Parent=ENST00000487864.1	gene_name=GBGT1
Parent=ENST00000487865.5	gene_name=NDFIP2
Parent=ENST00000487874.1	gene_name=ENSG00000271741
Parent=ENST00000487903.5	gene_name=ATP11A
Parent=ENST00000487941.6	gene_name=CT45A5
Parent=ENST00000487947.6	gene_name=PDCD10
Parent=ENST00000487990.5	gene_name=RCAN1
Parent=ENST00000488005.5	gene_name=SEM1
Parent=ENST00000488031.6	gene_name=NBPF15
Parent=ENST00000488034.6	gene_name=CUTA
Parent=ENST00000488109.6	gene_name=FAM214B
Parent=ENST00000488120.2	gene_name=DCX
Parent=ENST00000488134.5	gene_name=TMEM182
Parent=ENST00000488170.5	gene_name=B3GALNT1
Parent=ENST00000488176.1	gene_name=DPH5
Parent=ENST00000488181.3	gene_name=C10orf90
Parent=ENST00000488199.5	gene_name=HFE
Parent=ENST00000488241.5	gene_name=LAMTOR4
Parent=ENST00000488254.6	gene_name=NOLC1
Parent=ENST00000488267.5	gene_name=SLBP
Parent=ENST00000488300.6	gene_name=RNF182
Parent=ENST00000488328.5	gene_name=CREM
Parent=ENST00000488333.2	gene_name=DNAI4
Parent=ENST00000488336.5	gene_name=CAMKV
Parent=ENST00000488353.2	gene_name=RER1
Parent=ENST00000488362.5	gene_name=TMEM255B
Parent=ENST00000488380.5	gene_name=NISCH
Parent=ENST00000488417.2	gene_name=C1orf94
Parent=ENST00000488423.2	gene_name=DPH3
Parent=ENST00000488427.2	gene_name=ITGB1
Parent=ENST00000488444.6	gene_name=KCNT1
Parent=ENST00000488451.5	gene_name=ITGB1BP1
Parent=ENST00000488454.5	gene_name=SKA1
Parent=ENST00000488464.6	gene_name=TPI1
Parent=ENST00000488469.4	gene_name=C2orf74
Parent=ENST00000488470.5	gene_name=TNIK
Parent=ENST00000488478.5	gene_name=CUTA
Parent=ENST00000488494.6	gene_name=ITGB1
Parent=ENST00000488495.3	gene_name=SLC52A3
Parent=ENST00000488546.6	gene_name=GNAS
Parent=ENST00000488550.5	gene_name=MEIS1
Parent=ENST00000488558.2	gene_name=CUL4A
Parent=ENST00000488574.5	gene_name=PEG10
Parent=ENST00000488594.5	gene_name=GGPS1
Parent=ENST00000488612.5	gene_name=RAD51B
Parent=ENST00000488623.6	gene_name=CTNS
Parent=ENST00000488633.2	gene_name=CIAO1
Parent=ENST00000488652.6	gene_name=GNAS
Parent=ENST00000488653.6	gene_name=CCDC14
Parent=ENST00000488684.5	gene_name=POLR2F
Parent=ENST00000488690.6	gene_name=AHI1
Parent=ENST00000488699.5	gene_name=SLAIN1
Parent=ENST00000488731.6	gene_name=MUTYH
Parent=ENST00000488734.5	gene_name=GIGYF2
Parent=ENST00000488741.5	gene_name=CREM
Parent=ENST00000488747.5	gene_name=LEPROT
Parent=ENST00000488757.6	gene_name=ZFP57
Parent=ENST00000488769.2	gene_name=TMEM80
Parent=ENST00000488775.5	gene_name=ATP5MF
Parent=ENST00000488780.6	gene_name=PCNX2
Parent=ENST00000488788.2	gene_name=ENSG00000270299
Parent=ENST00000488794.6	gene_name=CD200R1L
Parent=ENST00000488857.5	gene_name=VAMP2
Parent=ENST00000488869.1	gene_name=AADAC
Parent=ENST00000488892.5	gene_name=DMKN
Parent=ENST00000488919.5	gene_name=PLA1A
Parent=ENST00000488958.5	gene_name=PHF11
Parent=ENST00000488961.5	gene_name=BEST3
Parent=ENST00000488965.1	gene_name=SCP2
Parent=ENST00000488990.5	gene_name=TRDMT1
Parent=ENST00000489031.5	gene_name=LMOD3
Parent=ENST00000489081.5	gene_name=CMSS1
Parent=ENST00000489090.2	gene_name=STRIT1
Parent=ENST00000489155.1	gene_name=PFN2
Parent=ENST00000489157.5	gene_name=TAPBP
Parent=ENST00000489213.5	gene_name=ARMC8
Parent=ENST00000489216.5	gene_name=SEPTIN6
Parent=ENST00000489254.5	gene_name=CEP70
Parent=ENST00000489288.7	gene_name=RHNO1
Parent=ENST00000489294.2	gene_name=UHMK1
Parent=ENST00000489298.1	gene_name=FAM104B
Parent=ENST00000489301.6	gene_name=OPN5
Parent=ENST00000489308.6	gene_name=BTF3L4
Parent=ENST00000489321.5	gene_name=CREM
Parent=ENST00000489328.1	gene_name=GIGYF2
Parent=ENST00000489339.2	gene_name=RNF183
Parent=ENST00000489352.5	gene_name=HDAC6
Parent=ENST00000489358.5	gene_name=NAMPT
Parent=ENST00000489363.5	gene_name=FAM53A
Parent=ENST00000489374.5	gene_name=CAP2
Parent=ENST00000489404.5	gene_name=PRPS2
Parent=ENST00000489410.1	gene_name=THEM4
Parent=ENST00000489418.6	gene_name=SLBP
Parent=ENST00000489426.5	gene_name=SRPK3
Parent=ENST00000489432.7	gene_name=REPIN1
Parent=ENST00000489435.2	gene_name=DNAJA4
Parent=ENST00000489441.5	gene_name=SERPINB5
Parent=ENST00000489459.5	gene_name=PPIA
Parent=ENST00000489475.5	gene_name=HOXB3
Parent=ENST00000489512.5	gene_name=CEP41
Parent=ENST00000489514.6	gene_name=HHLA2
Parent=ENST00000489516.7	gene_name=BCL11A
Parent=ENST00000489567.5	gene_name=SSR1
Parent=ENST00000489615.5	gene_name=RABGAP1L
Parent=ENST00000489623.1	gene_name=MRPL2
Parent=ENST00000489634.2	gene_name=KAT14
Parent=ENST00000489637.3	gene_name=MVB12B
Parent=ENST00000489647.4	gene_name=POLR1D
Parent=ENST00000489667.1	gene_name=CNBD2
Parent=ENST00000489671.6	gene_name=TFDP2
Parent=ENST00000489689.5	gene_name=IGSF11
Parent=ENST00000489701.5	gene_name=DLGAP4
Parent=ENST00000489702.6	gene_name=IRF5
Parent=ENST00000489709.5	gene_name=MFSD4A
Parent=ENST00000489711.6	gene_name=SLC15A2
Parent=ENST00000489715.1	gene_name=GBE1
Parent=ENST00000489724.2	gene_name=JAGN1
Parent=ENST00000489730.1	gene_name=HES2
Parent=ENST00000489746.5	gene_name=CCDC14
Parent=ENST00000489752.1	gene_name=LNP1
Parent=ENST00000489794.1	gene_name=VPS26A
Parent=ENST00000489828.5	gene_name=SRPK2
Parent=ENST00000489835.6	gene_name=PRRT4
Parent=ENST00000489843.1	gene_name=ARF4
Parent=ENST00000489960.5	gene_name=TPRA1
Parent=ENST00000489986.1	gene_name=ATP6V1G3
Parent=ENST00000490004.1	gene_name=CD200R1
Parent=ENST00000490016.6	gene_name=MAST4
Parent=ENST00000490035.7	gene_name=LSAMP
Parent=ENST00000490067.5	gene_name=ST7L
Parent=ENST00000490090.6	gene_name=BTBD11
Parent=ENST00000490103.6	gene_name=THOC5
Parent=ENST00000490107.6	gene_name=SMYD3
Parent=ENST00000490131.7	gene_name=CASR
Parent=ENST00000490229.5	gene_name=GIGYF2
Parent=ENST00000490264.1	gene_name=KCTD6
Parent=ENST00000490272.1	gene_name=ZNF480
Parent=ENST00000490273.5	gene_name=SLC22A23
Parent=ENST00000490331.2	gene_name=SMIM19
Parent=ENST00000490337.6	gene_name=KCNAB1
Parent=ENST00000490341.3	gene_name=TUBA4B
Parent=ENST00000490353.2	gene_name=CADPS
